semester,year,course_code,course_name,instructor,enrollment,responses,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,N/A_Q1,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,N/A_Q2,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,N/A_Q3,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,N/A_Q4,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,N/A_Q5,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,N/A_Q6,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,N/A_Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,N/A_Q8,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,N/A_Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,N/A_Q10,section_mean_Q1,section_mean_Q2,section_mean_Q3,section_mean_Q4,section_mean_Q5,section_mean_Q6,section_mean_Q7,section_mean_Q8,section_mean_Q9,section_mean_Q10
Fall,2019,01:160:159:08,Gen Chem For Engrs,"Roychowdhury, Lipika",549,198,4,5,38,88,56,7,4,6,47,82,49,10,14,19,61.0,58.0,38.0,8.0,4.0,4.0,49.0,85.0,47.0,9.0,3.0,5.0,52.0,77.0,39.0,22.0,12.0,15.0,53.0,76.0,34.0,8.0,7.0,27.0,67.0,71.0,23.0,3.0,24.0,30.0,62.0,56.0,23.0,3.0,12.0,23.0,48.0,74.0,33.0,8.0,28.0,30.0,59.0,63.0,14.0,4.0,4.0,3.9,3.5,3.9,3.8,3.6,3.4,3.1,3.5,3.0
Fall,2019,01:160:159:08,Gen Chem For Engrs,"Braunstein, Erik",174,80,1,7,11,39,20,2,0,4,11,34,28,3,5,13,19.0,25.0,15.0,3.0,2.0,6.0,12.0,34.0,24.0,2.0,1.0,2.0,13.0,35.0,26.0,3.0,3.0,12.0,20.0,27.0,16.0,2.0,4.0,11.0,24.0,30.0,10.0,1.0,11.0,15.0,24.0,22.0,7.0,1.0,5.0,8.0,21.0,28.0,15.0,3.0,9.0,14.0,26.0,27.0,3.0,1.0,3.9,4.1,3.4,3.9,4.1,3.5,3.4,3.0,3.5,3.0
Fall,2019,01:160:159:09,Gen Chem For Engrs,"Hove, Emmanuel",92,18,1,1,3,7,6,0,1,2,6,5,4,0,1,2,2.0,7.0,6.0,0.0,1.0,1.0,4.0,5.0,7.0,0.0,1.0,0.0,2.0,10.0,4.0,1.0,1.0,1.0,5.0,7.0,4.0,0.0,2.0,2.0,5.0,6.0,3.0,0.0,3.0,3.0,6.0,4.0,2.0,0.0,1.0,3.0,6.0,5.0,3.0,0.0,1.0,3.0,7.0,4.0,2.0,1.0,3.9,3.5,3.8,3.9,3.9,3.7,3.3,2.9,3.3,3.2
Fall,2019,01:160:159:16,Gen Chem For Engrs,"Vargas, Charlie",48,22,0,0,2,12,5,3,0,0,1,12,6,3,0,0,3.0,12.0,4.0,3.0,0.0,0.0,1.0,12.0,6.0,3.0,0.0,0.0,1.0,12.0,5.0,4.0,0.0,0.0,3.0,11.0,4.0,4.0,3.0,1.0,6.0,10.0,1.0,1.0,5.0,0.0,6.0,8.0,2.0,1.0,0.0,0.0,1.0,11.0,6.0,4.0,4.0,2.0,7.0,8.0,0.0,1.0,4.2,4.3,4.1,4.3,4.2,4.1,3.2,3.1,4.3,2.9
Fall,2019,01:160:161:01,General Chemistry,"Sangari, Harpal",49,25,0,0,2,12,9,2,0,1,4,8,10,2,0,0,5.0,11.0,7.0,2.0,0.0,1.0,4.0,10.0,8.0,2.0,0.0,0.0,5.0,7.0,9.0,4.0,1.0,0.0,4.0,9.0,9.0,2.0,1.0,3.0,8.0,7.0,6.0,0.0,3.0,2.0,4.0,9.0,7.0,0.0,0.0,1.0,4.0,5.0,12.0,3.0,4.0,2.0,9.0,7.0,3.0,0.0,4.3,4.2,4.1,4.1,4.2,4.1,3.6,3.6,4.3,3.1
Fall,2019,01:160:161:01,General Chemistry,"Guerra, Francesca",222,112,0,13,30,44,24,1,3,15,27,45,20,2,5,14,25.0,45.0,22.0,1.0,1.0,4.0,18.0,54.0,33.0,2.0,1.0,5.0,27.0,50.0,23.0,6.0,12.0,23.0,23.0,37.0,14.0,3.0,4.0,9.0,30.0,42.0,27.0,0.0,7.0,12.0,25.0,40.0,26.0,2.0,20.0,18.0,29.0,27.0,16.0,2.0,14.0,15.0,31.0,35.0,17.0,0.0,3.7,3.6,3.6,4.0,3.8,3.2,3.7,3.6,3.0,3.2
Fall,2019,01:160:161:02,General Chemistry,"Abeywickrama, Chandima",25,11,0,2,2,4,3,0,2,3,1,4,1,0,1,2,1.0,7.0,0.0,0.0,1.0,3.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0,7.0,2.0,1.0,0.0,3.0,3.0,5.0,0.0,0.0,1.0,1.0,5.0,4.0,0.0,0.0,1.0,2.0,6.0,2.0,0.0,0.0,2.0,1.0,4.0,4.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,3.7,2.9,3.3,3.1,4.1,3.2,3.1,2.8,2.9,2.6
Fall,2019,01:160:161:03,General Chemistry,"Sahni, Seema",52,27,1,1,1,12,11,1,1,1,2,10,12,1,1,2,8.0,7.0,8.0,1.0,1.0,2.0,3.0,10.0,10.0,1.0,1.0,1.0,4.0,8.0,9.0,4.0,1.0,0.0,5.0,13.0,7.0,1.0,0.0,1.0,7.0,11.0,8.0,0.0,1.0,6.0,3.0,10.0,6.0,1.0,2.0,0.0,3.0,12.0,9.0,1.0,1.0,4.0,9.0,7.0,6.0,0.0,4.2,4.2,3.7,4.0,4.0,4.0,4.0,3.5,4.0,3.5
Fall,2019,01:160:161:05,General Chemistry,"Pramanik, Sanhita",25,13,0,0,1,2,5,5,0,2,0,6,1,4,0,0,5.0,3.0,1.0,4.0,0.0,2.0,3.0,3.0,1.0,4.0,0.0,0.0,1.0,2.0,2.0,8.0,0.0,0.0,3.0,4.0,2.0,4.0,0.0,2.0,1.0,7.0,3.0,0.0,1.0,0.0,4.0,5.0,3.0,0.0,0.0,1.0,1.0,4.0,3.0,4.0,1.0,1.0,2.0,7.0,2.0,0.0,4.5,3.7,3.6,3.3,4.2,3.9,3.9,3.7,4.0,3.6
Fall,2019,01:160:161:07,General Chemistry,"Dey, Gangotri",36,15,0,0,2,7,5,1,1,3,3,5,2,1,0,1,7.0,5.0,1.0,1.0,1.0,1.0,4.0,6.0,2.0,1.0,0.0,0.0,2.0,3.0,6.0,4.0,0.0,2.0,5.0,4.0,3.0,1.0,1.0,1.0,1.0,6.0,6.0,0.0,1.0,1.0,1.0,6.0,5.0,1.0,0.0,3.0,4.0,3.0,4.0,1.0,2.0,1.0,2.0,6.0,4.0,0.0,4.2,3.3,3.4,3.5,4.4,3.6,4.0,3.9,3.6,3.6
Fall,2019,01:160:161:08,General Chemistry,"Orbe, Paul",35,21,0,0,0,7,12,2,0,1,0,7,11,2,0,0,1.0,7.0,11.0,2.0,0.0,0.0,0.0,3.0,16.0,2.0,0.0,0.0,1.0,9.0,9.0,2.0,0.0,0.0,0.0,8.0,11.0,2.0,1.0,1.0,8.0,7.0,4.0,0.0,0.0,1.0,7.0,8.0,5.0,0.0,0.0,0.0,1.0,9.0,9.0,2.0,4.0,4.0,6.0,5.0,2.0,0.0,4.6,4.5,4.5,4.8,4.4,4.6,3.6,3.8,4.4,2.9
Fall,2019,01:160:161:16,General Chemistry,"Langowski, Bryan",58,30,0,0,1,4,20,5,0,0,2,2,21,5,0,1,4.0,3.0,17.0,5.0,0.0,0.0,2.0,5.0,18.0,5.0,0.0,0.0,3.0,4.0,16.0,7.0,0.0,0.0,4.0,5.0,16.0,5.0,1.0,3.0,3.0,15.0,7.0,1.0,1.0,2.0,10.0,10.0,6.0,1.0,0.0,0.0,3.0,2.0,20.0,5.0,2.0,3.0,8.0,13.0,3.0,1.0,4.8,4.8,4.4,4.6,4.6,4.5,3.8,3.6,4.7,3.4
Fall,2019,01:160:161:16,General Chemistry,"Kornienko, Anna",170,97,3,5,23,44,22,0,4,11,29,36,17,0,14,13,25.0,31.0,14.0,0.0,3.0,6.0,20.0,41.0,27.0,0.0,2.0,3.0,24.0,33.0,23.0,12.0,13.0,15.0,29.0,25.0,14.0,1.0,6.0,6.0,18.0,41.0,25.0,1.0,6.0,14.0,30.0,26.0,20.0,1.0,14.0,21.0,24.0,28.0,10.0,0.0,12.0,13.0,26.0,35.0,10.0,1.0,3.8,3.5,3.2,3.9,3.9,3.1,3.8,3.4,3.0,3.2
Fall,2019,01:160:161:17,General Chemistry,"Orbe, Paul",7,6,0,0,0,4,2,0,0,0,0,2,4,0,0,0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,4.3,4.7,4.7,4.8,4.3,4.3,3.7,3.7,4.7,3.5
Fall,2019,01:160:161:18,General Chemistry,"Porcja, Robert",20,7,0,0,1,2,4,0,0,0,1,0,6,0,0,0,1.0,2.0,4.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,4.4,4.7,4.4,4.6,4.3,4.4,3.3,3.3,4.6,2.9
Fall,2019,01:160:161:19,General Chemistry,"Drwiega, Thomas",22,14,0,0,1,6,6,1,0,0,1,3,9,1,0,0,3.0,4.0,6.0,1.0,0.0,0.0,1.0,3.0,9.0,1.0,0.0,0.0,1.0,5.0,4.0,4.0,0.0,0.0,2.0,5.0,6.0,1.0,0.0,0.0,5.0,5.0,4.0,0.0,1.0,1.0,6.0,5.0,1.0,0.0,0.0,0.0,1.0,6.0,6.0,1.0,2.0,4.0,3.0,3.0,2.0,0.0,4.4,4.6,4.2,4.6,4.3,4.3,3.9,3.3,4.4,2.9
Fall,2019,01:160:161:21,General Chemistry,"Pramanik, Sanhita",33,20,0,2,0,10,4,4,0,2,3,6,5,4,1,6,2.0,4.0,3.0,4.0,0.0,1.0,7.0,4.0,4.0,4.0,0.0,0.0,2.0,6.0,4.0,8.0,0.0,4.0,4.0,5.0,3.0,4.0,2.0,0.0,5.0,8.0,5.0,0.0,1.0,6.0,3.0,4.0,6.0,0.0,0.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,5.0,6.0,2.0,0.0,4.0,3.9,3.1,3.7,4.2,3.4,3.7,3.4,3.6,3.0
Fall,2019,01:160:161:23,General Chemistry,"Sahni, Seema",20,14,0,0,0,6,6,2,0,0,0,5,7,2,0,0,2.0,5.0,5.0,2.0,0.0,0.0,0.0,5.0,7.0,2.0,0.0,0.0,0.0,6.0,6.0,2.0,0.0,0.0,0.0,7.0,5.0,2.0,2.0,1.0,1.0,7.0,3.0,0.0,0.0,3.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,5.0,7.0,2.0,3.0,1.0,3.0,7.0,0.0,0.0,4.5,4.6,4.3,4.6,4.5,4.4,3.6,3.4,4.6,3.0
Fall,2019,01:160:161:24,General Chemistry,"Dey, Gangotri",10,6,0,1,0,2,2,1,0,0,0,3,2,1,0,0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,3.0,1.0,0.0,4.0,4.4,4.2,4.4,4.4,3.8,4.3,2.8,4.0,3.8
Fall,2019,01:160:161:31,General Chemistry,"Kimmel, Paul",259,112,1,7,12,47,45,0,6,13,24,40,29,0,7,17,25.0,30.0,31.0,2.0,7.0,10.0,38.0,33.0,24.0,0.0,1.0,7.0,26.0,40.0,36.0,2.0,14.0,19.0,29.0,28.0,22.0,0.0,5.0,14.0,19.0,46.0,27.0,1.0,6.0,13.0,19.0,41.0,32.0,1.0,15.0,20.0,30.0,30.0,17.0,0.0,13.0,18.0,25.0,38.0,17.0,1.0,4.1,3.7,3.6,3.5,3.9,3.2,3.7,3.7,3.1,3.3
Fall,2019,01:160:161:31,General Chemistry,"Sangari, Harpal",48,14,0,1,1,3,8,1,0,0,0,5,8,1,0,0,3.0,2.0,8.0,1.0,1.0,0.0,2.0,3.0,7.0,1.0,0.0,1.0,3.0,1.0,8.0,1.0,1.0,1.0,0.0,3.0,8.0,1.0,2.0,1.0,2.0,6.0,3.0,0.0,1.0,2.0,5.0,3.0,3.0,0.0,0.0,1.0,3.0,1.0,8.0,1.0,3.0,3.0,2.0,4.0,2.0,0.0,4.4,4.6,4.4,4.2,4.2,4.2,3.5,3.4,4.2,2.9
Fall,2019,01:160:161:32,General Chemistry,"Pramanik, Sanhita",37,10,0,0,1,7,2,0,0,3,1,4,2,0,0,4,2.0,3.0,1.0,0.0,1.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,2.0,4.0,2.0,2.0,0.0,2.0,4.0,3.0,1.0,0.0,0.0,2.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,5.0,3.0,0.0,1.0,1.0,4.0,3.0,1.0,0.0,0.0,2.0,3.0,3.0,2.0,0.0,4.1,3.5,3.1,3.1,4.0,3.3,3.8,3.9,3.2,3.5
Fall,2019,01:160:161:33,General Chemistry,"Abeywickrama, Chandima",20,8,0,1,1,5,1,0,1,2,3,2,0,0,0,2,2.0,4.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,1.0,0.0,0.0,5.0,3.0,0.0,0.0,1.0,2.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,3.0,3.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,3.8,2.8,3.3,3.4,4.1,3.4,3.1,3.0,2.9,2.5
Fall,2019,01:160:161:34,General Chemistry,"Sahni, Seema",68,37,0,0,0,12,21,4,0,0,1,12,20,4,0,1,3.0,13.0,16.0,4.0,0.0,0.0,1.0,10.0,22.0,4.0,0.0,0.0,2.0,9.0,19.0,7.0,0.0,0.0,1.0,14.0,18.0,4.0,1.0,2.0,6.0,14.0,13.0,1.0,1.0,2.0,7.0,10.0,16.0,1.0,0.0,0.0,2.0,11.0,20.0,4.0,1.0,3.0,10.0,14.0,8.0,1.0,4.6,4.6,4.3,4.6,4.6,4.5,4.0,4.1,4.6,3.7
Fall,2019,01:160:161:37,General Chemistry,"Khurana, Vandana",18,8,0,1,1,3,3,0,0,1,2,2,3,0,1,1,4.0,0.0,2.0,0.0,0.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,1.0,5.0,0.0,2.0,0.0,0.0,2.0,0.0,4.0,2.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,1.0,0.0,4.0,1.0,2.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,4.0,3.9,3.1,3.8,4.4,3.4,3.8,4.0,3.4,3.4
Fall,2019,01:160:161:40,General Chemistry,"Dey, Gangotri",36,18,0,0,1,8,8,1,0,2,4,6,6,0,0,2,8.0,4.0,4.0,0.0,0.0,2.0,3.0,9.0,4.0,0.0,0.0,0.0,2.0,6.0,10.0,0.0,0.0,0.0,5.0,8.0,4.0,1.0,1.0,3.0,4.0,9.0,1.0,0.0,1.0,4.0,3.0,9.0,1.0,0.0,0.0,1.0,6.0,7.0,4.0,0.0,5.0,5.0,2.0,5.0,1.0,0.0,4.4,3.9,3.6,3.8,4.4,3.9,3.3,3.3,3.8,2.6
Fall,2019,01:160:161:41,General Chemistry,"Orbe, Paul",32,17,0,0,0,4,12,1,0,1,0,2,13,1,0,0,0.0,3.0,13.0,1.0,0.0,0.0,0.0,3.0,13.0,1.0,0.0,0.0,0.0,3.0,12.0,2.0,0.0,0.0,0.0,5.0,11.0,1.0,0.0,2.0,5.0,6.0,4.0,0.0,1.0,1.0,2.0,8.0,5.0,0.0,0.0,0.0,1.0,4.0,11.0,1.0,1.0,2.0,5.0,6.0,3.0,0.0,4.8,4.7,4.8,4.8,4.8,4.7,3.7,3.9,4.6,3.5
Fall,2019,01:160:161:46,General Chemistry,"Pramanik, Sanhita",57,24,0,2,4,6,8,4,2,4,4,6,4,4,0,4,9.0,3.0,4.0,4.0,2.0,5.0,5.0,4.0,4.0,4.0,0.0,0.0,4.0,5.0,6.0,9.0,0.0,6.0,4.0,6.0,4.0,4.0,2.0,0.0,5.0,6.0,11.0,0.0,4.0,4.0,5.0,7.0,4.0,0.0,2.0,2.0,7.0,6.0,3.0,4.0,2.0,4.0,5.0,5.0,8.0,0.0,4.0,3.3,3.4,3.2,4.1,3.4,4.0,3.1,3.3,3.5
Fall,2019,01:160:161:46,General Chemistry,"Langowski, Bryan",304,145,0,0,5,22,118,0,1,2,9,36,97,0,1,0,12.0,39.0,93.0,0.0,1.0,1.0,9.0,38.0,96.0,0.0,1.0,1.0,19.0,34.0,77.0,13.0,2.0,0.0,9.0,43.0,90.0,1.0,5.0,1.0,18.0,50.0,71.0,0.0,11.0,15.0,30.0,46.0,43.0,0.0,0.0,3.0,10.0,30.0,101.0,1.0,7.0,8.0,22.0,52.0,54.0,2.0,4.8,4.6,4.5,4.6,4.4,4.5,4.3,3.7,4.6,4.0
Fall,2019,01:160:161:47,General Chemistry,"Abeywickrama, Chandima",22,10,0,1,1,5,3,0,3,2,1,3,1,0,1,2,4.0,1.0,2.0,0.0,2.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,4.0,1.0,1.0,0.0,0.0,1.0,3.0,6.0,0.0,0.0,1.0,4.0,2.0,3.0,0.0,2.0,1.0,3.0,2.0,2.0,0.0,0.0,1.0,1.0,3.0,5.0,0.0,4.0,2.7,3.1,3.1,3.9,3.3,4.5,3.7,3.1,4.2
Fall,2019,01:160:161:48,General Chemistry,"Sahni, Seema",78,29,0,0,1,9,17,2,0,0,3,7,17,2,0,0,4.0,12.0,11.0,2.0,0.0,0.0,4.0,6.0,17.0,2.0,0.0,0.0,4.0,7.0,14.0,4.0,0.0,0.0,4.0,11.0,12.0,2.0,0.0,0.0,5.0,7.0,17.0,0.0,1.0,3.0,8.0,6.0,11.0,0.0,0.0,1.0,3.0,8.0,15.0,2.0,1.0,1.0,5.0,12.0,10.0,0.0,4.6,4.5,4.3,4.5,4.4,4.3,4.4,3.8,4.4,4.0
Fall,2019,01:160:161:51,General Chemistry,"Khurana, Vandana",37,14,0,2,1,6,3,2,0,2,1,8,1,2,1,2,4.0,5.0,0.0,2.0,0.0,1.0,3.0,8.0,0.0,2.0,0.0,0.0,1.0,8.0,2.0,3.0,1.0,1.0,5.0,4.0,0.0,3.0,1.0,0.0,1.0,7.0,5.0,0.0,2.0,0.0,3.0,4.0,5.0,0.0,0.0,1.0,5.0,6.0,0.0,2.0,1.0,1.0,2.0,7.0,3.0,0.0,3.8,3.7,3.1,3.6,4.1,3.1,4.1,3.7,3.4,3.7
Fall,2019,01:160:161:52,General Chemistry,"Sangari, Harpal",22,13,0,0,3,1,6,3,0,0,2,2,6,3,0,0,4.0,1.0,5.0,3.0,0.0,0.0,2.0,2.0,6.0,3.0,0.0,0.0,2.0,0.0,7.0,4.0,0.0,0.0,2.0,2.0,6.0,3.0,0.0,0.0,1.0,4.0,8.0,0.0,1.0,2.0,2.0,3.0,5.0,0.0,0.0,0.0,2.0,3.0,5.0,3.0,0.0,0.0,1.0,2.0,8.0,2.0,4.3,4.4,4.1,4.4,4.6,4.4,4.5,3.7,4.3,4.6
Fall,2019,01:160:161:54,General Chemistry,"Dey, Gangotri",45,27,0,0,8,10,8,1,0,4,6,10,6,1,0,3,8.0,10.0,5.0,1.0,0.0,2.0,9.0,11.0,4.0,1.0,0.0,0.0,3.0,14.0,7.0,3.0,0.0,2.0,10.0,10.0,4.0,1.0,1.0,1.0,1.0,14.0,10.0,0.0,1.0,2.0,5.0,11.0,8.0,0.0,0.0,5.0,3.0,13.0,4.0,2.0,2.0,1.0,1.0,11.0,12.0,0.0,4.0,3.7,3.7,3.7,4.2,3.6,4.2,3.9,3.6,4.1
