semester,year,course_code,course_name,instructor,enrollment,responses,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,N/A_Q1,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,N/A_Q2,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,N/A_Q3,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,N/A_Q4,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,N/A_Q5,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,N/A_Q6,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,N/A_Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,N/A_Q8,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,N/A_Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,N/A_Q10,section_mean_Q1,section_mean_Q2,section_mean_Q3,section_mean_Q4,section_mean_Q5,section_mean_Q6,section_mean_Q7,section_mean_Q8,section_mean_Q9,section_mean_Q10
Fall,2014,01:198:110:16,Intro Computers&Appl,Agarwal R,19,15,0,0,0,2,13,0,0,0,0,2,13,0,0,0,4,1,10,0,0,0,0,1,14,0,0,0,0,4,11,0,0,0,0,5,10,0,0,0,4,1,10,0,2,1,3,4,5,0,0,0,2,4,9,0,0,0,4,2,9,0,4.9,4.9,4.4,4.9,4.7,4.7,4.4,3.6,4.5,4.3
Fall,2014,01:198:110:16,Intro Computers&Appl (Lecture),Belowich A,113,86,1,2,5,24,54,0,1,2,10,22,51,0,3,3,13,21,46,0,2,1,6,20,56,1,2,1,10,20,49,4,2,7,14,22,40,1,4,4,11,24,43,0,9,5,16,17,37,2,1,2,13,35,34,1,1,4,16,28,37,0,4.5,4.4,4.2,4.5,4.4,4.1,4.1,3.8,4.2,4.1
Fall,2014,01:198:110:17,Intro Computers&Appl,Agarwal R,23,18,0,0,0,4,14,0,0,0,1,5,12,0,0,1,3,7,7,0,0,0,1,8,9,0,0,0,3,8,7,0,0,0,2,10,6,0,0,1,2,5,10,0,2,1,2,5,8,0,0,0,4,8,6,0,0,0,6,7,5,0,4.8,4.6,4.1,4.4,4.2,4.2,4.3,3.9,4.1,3.9
Fall,2014,01:198:110:18,Intro Computers&Appl,shah S,23,16,0,0,0,3,13,0,0,0,0,3,13,0,0,0,0,3,13,0,0,0,0,2,14,0,0,0,0,2,14,0,0,0,0,3,13,0,0,1,3,3,9,0,3,1,3,1,8,0,0,0,0,4,12,0,0,0,2,5,9,0,4.8,4.8,4.8,4.9,4.9,4.8,4.3,3.6,4.8,4.4
Fall,2014,01:198:110:19,Intro Computers&Appl,shah S,21,17,1,1,0,2,13,0,1,0,0,2,14,0,1,1,2,6,7,0,1,0,0,5,11,0,1,0,1,2,13,0,1,1,2,4,9,0,1,1,1,5,9,0,1,3,0,7,6,0,0,0,2,3,12,0,1,0,0,8,8,0,4.5,4.7,4,4.5,4.5,4.1,4.2,3.8,4.6,4.3
Fall,2014,01:198:110:20,Intro Computers&Appl,Kongara M,13,12,0,0,1,1,10,0,0,0,2,1,9,0,0,0,2,3,7,0,0,0,1,3,8,0,0,0,2,4,6,0,0,1,3,2,6,0,0,0,2,2,8,0,0,1,2,2,7,0,0,0,2,4,6,0,0,0,2,2,8,0,4.8,4.6,4.4,4.6,4.3,4.1,4.5,4.3,4.3,4.5
Fall,2014,01:198:110:21,Intro Computers&Appl,Kongara M,14,8,0,0,0,4,4,0,0,0,0,3,5,0,0,0,2,4,2,0,0,0,0,2,6,0,0,0,1,2,5,0,0,0,1,5,2,0,0,0,1,4,3,0,0,1,1,2,4,0,0,0,1,5,2,0,0,0,0,6,2,0,4.5,4.6,4,4.8,4.5,4.1,4.3,4.1,4.1,4.3
Fall,2014,01:198:110:25,Intro Computers&Appl (Lecture),Trees F,131,106,1,2,12,34,57,0,0,4,16,27,59,0,1,6,19,32,47,1,0,4,16,28,58,0,1,4,17,29,51,4,3,8,22,29,44,0,3,6,24,29,43,1,13,15,29,20,28,1,1,3,21,38,43,0,3,5,23,45,30,0,4.4,4.3,4.1,4.3,4.2,4,4,3.3,4.1,3.9
Fall,2014,01:198:110:25,Intro Computers&Appl,Gang J,23,17,1,1,5,7,3,0,1,0,4,7,5,0,2,1,4,7,3,0,1,0,6,6,4,0,2,3,5,4,3,0,1,1,7,4,3,1,1,0,5,7,4,0,3,2,4,4,4,0,2,2,5,7,1,0,1,1,5,7,3,0,3.6,3.9,3.5,3.7,3.2,3.4,3.8,3.2,3.2,3.6
Fall,2014,01:198:110:26,Intro Computers&Appl,Lingam V,22,19,0,0,3,5,11,0,0,0,2,7,10,0,0,1,3,4,11,0,0,0,1,7,11,0,0,0,4,4,11,0,0,1,5,5,8,0,0,0,4,7,8,0,3,4,3,3,6,0,0,0,3,5,9,2,0,1,2,4,9,3,4.4,4.4,4.3,4.5,4.4,4.1,4.2,3.3,4.4,4.3
Fall,2014,01:198:110:27,Intro Computers&Appl,Gang J,22,19,0,0,5,6,8,0,0,1,3,6,9,0,1,1,5,2,10,0,1,0,3,5,10,0,0,2,3,7,7,0,0,2,5,3,9,0,0,1,4,8,6,0,3,2,5,4,5,0,0,1,5,6,7,0,0,0,6,8,5,0,4.2,4.2,4,4.2,4,4,4,3.3,4,4
Fall,2014,01:198:110:28,Intro Computers&Appl,Khurana P,22,18,0,1,2,4,11,0,0,0,4,3,11,0,1,0,2,5,10,0,0,0,5,2,11,0,0,0,5,3,10,0,1,0,4,5,8,0,0,2,4,3,9,0,1,1,4,3,9,0,0,2,4,4,8,0,1,1,4,5,7,0,4.4,4.4,4.3,4.3,4.3,4.1,4.1,4,4,3.9
Fall,2014,01:198:110:29,Intro Computers&Appl,Khurana P,22,18,0,0,0,10,8,0,0,0,1,9,8,0,0,1,5,4,8,0,0,0,1,9,8,0,0,0,4,5,9,0,0,1,3,8,6,0,0,0,5,6,7,0,0,2,9,1,6,0,0,0,4,8,6,0,0,0,6,9,3,0,4.4,4.4,4.1,4.4,4.3,4.1,4.1,3.6,4.1,3.8
Fall,2014,01:198:110:30,Intro Computers&Appl,Lingam V,20,17,1,1,3,6,6,0,2,0,5,5,5,0,1,3,1,8,3,1,0,0,4,6,7,0,0,1,4,6,6,0,1,3,6,5,2,0,2,0,4,7,4,0,4,0,4,6,3,0,2,0,5,6,4,0,2,1,4,7,3,0,3.9,3.7,3.6,4.2,4,3.2,3.7,3.2,3.6,3.5
Fall,2014,01:198:110:33,Intro Computers&Appl,Kale B,22,11,0,1,0,2,8,0,0,1,0,1,9,0,1,0,0,3,7,0,0,0,1,2,8,0,1,0,0,2,8,0,1,0,0,4,6,0,0,1,1,3,6,0,0,0,3,3,5,0,0,1,1,4,5,0,1,0,1,3,6,0,4.6,4.6,4.4,4.6,4.5,4.3,4.3,4.2,4.2,4.2
Fall,2014,01:198:110:33,Intro Computers&Appl (Lecture),Chirco J,117,66,2,1,2,12,49,0,2,1,8,16,38,1,3,6,9,7,40,1,1,2,10,9,42,2,1,2,9,10,40,4,1,10,7,12,33,3,3,5,9,12,36,1,3,6,13,19,25,0,2,2,11,23,27,1,2,1,9,26,27,1,4.6,4.3,4.2,4.4,4.4,4.1,4.1,3.9,4.1,4.2
Fall,2014,01:198:110:34,Intro Computers&Appl,Kale B,19,12,0,0,0,4,8,0,0,0,1,4,7,0,0,0,3,3,6,0,0,0,0,4,8,0,0,0,0,4,8,0,0,0,3,3,6,0,0,0,2,4,6,0,2,1,0,4,5,0,0,0,2,4,6,0,0,0,1,6,5,0,4.7,4.5,4.3,4.7,4.7,4.3,4.3,3.8,4.3,4.3
Fall,2014,01:198:110:35,Intro Computers&Appl,Challa S,18,12,0,1,2,3,6,0,0,2,2,3,5,0,0,2,2,2,5,1,0,1,2,3,6,0,1,0,3,4,4,0,0,3,1,5,3,0,0,2,2,4,4,0,1,2,1,3,5,0,0,2,1,5,4,0,0,2,3,3,4,0,4.2,3.9,3.9,4.2,3.8,3.7,3.8,3.8,3.9,3.8
Fall,2014,01:198:110:36,Intro Computers&Appl,Pappireddy B,16,12,0,0,0,2,10,0,0,0,0,4,8,0,0,0,0,3,9,0,0,0,0,2,10,0,0,0,0,3,9,0,0,0,0,5,7,0,1,0,2,2,7,0,0,2,2,3,4,1,0,0,2,2,8,0,0,0,1,3,8,0,4.8,4.7,4.8,4.8,4.8,4.6,4.2,3.8,4.5,4.6
Fall,2014,01:198:110:37,Intro Computers&Appl,Pappireddy B,24,13,0,0,1,2,10,0,0,0,1,1,11,0,0,0,0,3,9,1,0,0,0,3,10,0,0,0,1,2,10,0,0,1,0,3,9,0,0,0,2,3,8,0,0,1,4,4,4,0,0,0,1,3,9,0,0,0,1,4,8,0,4.7,4.8,4.8,4.8,4.7,4.5,4.5,3.9,4.6,4.5
Fall,2014,01:198:110:38,Intro Computers&Appl,Challa S,18,8,0,0,0,3,5,0,0,0,1,2,5,0,0,0,3,2,3,0,0,0,1,1,6,0,0,0,1,2,5,0,0,1,1,2,4,0,0,0,2,3,3,0,0,1,2,4,1,0,0,1,0,5,2,0,0,0,3,2,2,1,4.6,4.5,4,4.6,4.5,4.1,4.1,3.6,4,3.9
Fall,2014,01:198:111:01,Intro Computer Sci (Lecture),Venugopal S,164,56,2,1,6,14,33,0,4,2,10,14,26,0,5,4,6,17,24,0,1,3,7,18,27,0,4,8,10,10,22,2,5,7,7,15,22,0,5,2,7,12,30,0,1,2,7,17,28,1,3,8,9,18,18,0,2,6,8,18,22,0,4.3,4,3.9,4.2,3.7,3.8,4.1,4.3,3.7,3.9
Fall,2014,01:198:111:19,Intro Computer Sci (Lecture),Tjang A,180,74,0,0,3,9,61,1,1,1,7,13,52,0,2,0,6,7,59,0,2,2,6,12,52,0,4,5,8,17,39,1,1,2,9,13,49,0,1,4,7,17,45,0,2,1,6,18,47,0,1,4,2,18,49,0,3,2,5,21,43,0,4.8,4.5,4.6,4.5,4.1,4.5,4.4,4.5,4.5,4.3
Fall,2014,01:198:111:35,Intro Computer Sci (Lecture),Steinberg L,145,57,1,6,7,26,16,1,4,14,10,15,13,1,11,6,16,13,10,1,0,3,8,23,21,2,1,5,13,14,19,5,12,9,13,14,7,2,10,3,9,15,18,2,1,1,5,12,37,1,15,12,19,7,2,2,6,10,16,15,9,1,3.9,3.3,3.1,4.1,3.9,2.9,3.5,4.5,2.4,3.2
Fall,2014,01:198:111:50,Intro Computer Sci (Lecture),Tjang A,165,73,1,0,5,10,56,1,2,1,4,11,55,0,1,1,6,10,55,0,2,1,6,12,52,0,0,5,18,17,32,1,1,0,12,14,46,0,2,1,10,11,48,1,1,1,14,13,44,0,0,1,6,18,48,0,0,1,9,23,40,0,4.7,4.6,4.6,4.5,4.1,4.4,4.4,4.3,4.6,4.4
Fall,2014,01:198:112:01,Data Structures (Lecture),Venugopal S,161,38,0,1,0,8,29,0,1,0,3,12,22,0,2,3,5,10,18,0,1,3,5,9,20,0,1,3,7,12,14,1,1,1,9,9,18,0,1,1,9,7,20,0,3,0,6,7,22,0,0,2,3,16,17,0,1,1,5,13,18,0,4.7,4.4,4,4.2,4,4.1,4.2,4.2,4.3,4.2
Fall,2014,01:198:112:04,Data Structures,Yu Y,40,8,1,0,2,2,3,0,1,2,1,2,2,0,3,2,2,1,0,0,0,0,3,3,2,0,0,0,3,2,3,0,2,1,3,2,0,0,2,0,2,3,1,0,2,0,2,2,2,0,2,0,1,5,0,0,1,1,2,4,0,0,3.8,3.3,2.1,3.9,4,2.6,3.1,3.3,3.1,3.1
Fall,2014,01:198:112:05,Data Structures (Lecture),Tjang A,160,64,0,0,3,13,47,1,0,2,5,9,47,1,0,0,5,11,47,1,0,3,3,10,47,1,1,5,10,14,31,3,1,2,10,10,40,1,0,1,7,14,40,2,1,1,6,18,37,1,0,1,4,16,42,1,1,5,9,19,29,1,4.7,4.6,4.7,4.6,4.1,4.4,4.5,4.4,4.6,4.1
Fall,2014,01:198:170:01,Comp Apps-Business   (Lecture),Goonetilleke L,245,224,2,9,39,72,98,4,3,7,42,70,97,5,5,22,52,60,80,5,2,9,35,66,108,4,2,6,41,57,106,12,7,21,56,62,74,4,11,14,39,69,87,4,29,33,65,44,49,4,8,19,61,80,53,3,5,24,69,72,48,6,4.2,4.2,3.9,4.2,4.2,3.8,3.9,3.2,3.7,3.6
Fall,2014,01:198:170:01,Comp Apps-Business,Qu B,25,21,0,1,5,6,9,0,0,4,2,5,10,0,0,2,3,5,11,0,0,1,2,8,10,0,0,0,2,7,12,0,0,2,4,7,8,0,1,2,3,5,10,0,2,3,4,4,8,0,2,1,6,4,8,0,0,3,4,6,8,0,4.1,4,4.2,4.3,4.5,4,4,3.6,3.7,3.9
Fall,2014,01:198:170:02,Comp Apps-Business,Qu B,25,25,0,1,3,10,10,1,2,0,4,8,11,0,1,1,7,6,10,0,0,1,0,9,15,0,0,0,4,8,13,0,1,2,4,8,9,1,0,3,2,11,9,0,4,4,9,3,4,1,1,3,4,12,5,0,0,2,6,13,3,1,4.2,4,3.9,4.5,4.4,3.9,4,3,3.7,3.7
Fall,2014,01:198:170:03,Comp Apps-Business,Kumar A,25,25,0,0,3,8,14,0,0,1,5,4,15,0,1,3,5,6,10,0,0,1,2,6,16,0,0,1,3,5,16,0,1,1,9,3,11,0,1,2,5,7,10,0,7,5,6,3,4,0,0,1,6,7,11,0,1,2,8,9,5,0,4.4,4.3,3.8,4.5,4.4,3.9,3.9,2.7,4.1,3.6
Fall,2014,01:198:170:04,Comp Apps-Business,Shetty K,24,22,0,0,3,3,16,0,0,0,3,3,16,0,1,0,2,6,12,1,0,0,2,2,18,0,0,1,2,3,16,0,0,1,4,5,12,0,1,1,3,3,14,0,4,2,5,0,11,0,0,1,3,7,11,0,0,1,5,6,10,0,4.6,4.6,4.3,4.7,4.6,4.3,4.3,3.6,4.3,4.1
Fall,2014,01:198:170:05,Comp Apps-Business,Veeramachaneni A,25,25,0,4,1,8,12,0,1,2,2,4,16,0,0,3,3,5,13,1,0,2,3,4,16,0,0,3,1,2,19,0,0,3,3,6,13,0,1,3,4,5,12,0,4,6,4,4,7,0,0,2,3,10,10,0,0,3,3,11,8,0,4.1,4.3,4.2,4.4,4.5,4.2,4,3.2,4.1,4
Fall,2014,01:198:170:06,Comp Apps-Business,Veeramachaneni A,25,21,0,1,4,4,12,0,0,1,2,5,13,0,0,2,2,4,13,0,0,1,2,5,13,0,0,1,3,2,15,0,0,2,4,2,13,0,0,2,3,4,12,0,0,3,7,3,7,1,1,1,4,5,10,0,1,1,3,7,9,0,4.3,4.4,4.3,4.4,4.5,4.2,4.2,3.7,4.1,4.1
Fall,2014,01:198:170:07,Comp Apps-Business,Feldman N,25,22,0,0,1,8,13,0,0,1,2,4,15,0,1,0,3,3,15,0,0,1,0,6,15,0,0,0,2,2,18,0,1,0,2,6,13,0,2,0,1,6,13,0,1,1,4,8,8,0,0,2,2,7,11,0,2,0,2,6,11,1,4.6,4.5,4.4,4.6,4.7,4.4,4.3,4,4.2,4.1
Fall,2014,01:198:170:08,Comp Apps-Business,Shetty K,24,23,0,0,1,6,16,0,0,0,0,5,18,0,0,0,1,6,16,0,0,0,1,4,18,0,0,0,0,7,16,0,0,0,2,5,16,0,0,1,2,4,16,0,3,3,5,4,8,0,0,0,1,7,15,0,2,0,1,6,14,0,4.7,4.8,4.7,4.7,4.7,4.6,4.5,3.5,4.6,4.3
Fall,2014,01:198:170:09,Comp Apps-Business,Feldman N,24,23,0,0,2,6,15,0,0,1,0,4,18,0,0,1,2,3,17,0,0,1,0,7,15,0,0,1,1,4,17,0,0,1,0,6,16,0,0,1,2,5,15,0,0,4,3,4,11,1,0,1,1,6,15,0,0,1,4,8,10,0,4.6,4.7,4.6,4.6,4.6,4.6,4.5,4,4.5,4.2
Fall,2014,01:198:170:10,Comp Apps-Business,Kumar A,23,22,0,0,1,2,19,0,0,0,1,3,18,0,0,0,2,6,14,0,0,0,1,4,17,0,0,0,2,5,15,0,0,0,3,10,9,0,0,1,3,6,12,0,4,5,5,3,5,0,0,1,1,9,11,0,0,0,6,11,5,0,4.8,4.8,4.6,4.7,4.6,4.3,4.3,3,4.4,4
Fall,2014,01:198:170:17,Comp Apps-Business (Lecture),Fuentes G,200,179,7,22,38,38,73,1,14,19,36,45,65,0,26,35,47,28,42,1,13,8,41,52,65,0,10,8,38,50,67,6,28,33,48,33,37,0,15,23,49,46,44,2,21,32,49,35,40,2,27,32,47,39,32,2,17,23,58,42,34,5,3.8,3.7,3.1,3.8,3.9,3.1,3.5,3.2,3.1,3.3
Fall,2014,01:198:170:17,Comp Apps-Business,Patel K,24,21,1,0,3,7,9,1,2,0,2,3,13,1,0,1,7,3,9,1,1,0,3,6,10,1,0,1,3,7,9,1,1,1,5,5,8,1,0,1,4,6,9,1,1,6,3,4,6,1,1,0,5,8,6,1,0,0,7,6,7,1,4.2,4.3,4,4.2,4.2,3.9,4.2,3.4,3.9,4
Fall,2014,01:198:170:18,Comp Apps-Business,Patel K,25,25,0,3,3,10,9,0,0,3,6,8,8,0,1,2,8,8,6,0,1,1,8,6,9,0,2,2,6,7,8,0,2,2,7,9,5,0,1,5,3,5,11,0,1,5,8,3,8,0,1,4,3,12,5,0,2,3,6,8,6,0,4,3.8,3.6,3.8,3.7,3.5,3.8,3.5,3.6,3.5
Fall,2014,01:198:170:20,Comp Apps-Business,Srivastava P,25,20,0,0,1,6,13,0,1,0,0,6,13,0,0,1,2,6,11,0,1,0,1,3,15,0,0,0,1,5,14,0,0,0,1,7,12,0,0,1,0,5,13,1,2,1,4,2,11,0,0,1,1,7,11,0,0,1,4,5,10,0,4.6,4.5,4.4,4.6,4.7,4.6,4.6,4,4.4,4.2
Fall,2014,01:198:170:21,Comp Apps-Business,Srivastava P,25,20,0,0,1,3,16,0,0,0,0,2,18,0,0,0,2,4,14,0,0,0,1,2,17,0,0,1,1,3,15,0,0,1,1,2,16,0,1,0,2,3,14,0,1,0,4,3,11,1,1,0,0,4,15,0,0,0,1,3,16,0,4.8,4.9,4.6,4.8,4.6,4.7,4.5,4.2,4.6,4.8
Fall,2014,01:198:170:23,Comp Apps-Business,Naval N,25,25,0,0,2,4,19,0,0,0,3,8,14,0,0,0,5,4,16,0,0,1,5,6,13,0,0,0,3,6,16,0,0,0,5,6,14,0,0,0,1,8,16,0,2,4,4,3,11,1,0,2,0,7,16,0,0,0,6,6,13,0,4.7,4.4,4.4,4.2,4.5,4.4,4.6,3.7,4.5,4.3
Fall,2014,01:198:170:24,Comp Apps-Business,Naval N,26,24,0,0,1,9,14,0,0,1,4,5,14,0,1,0,5,5,13,0,0,2,2,8,12,0,0,0,3,7,14,0,0,1,2,9,12,0,1,1,3,8,11,0,4,6,4,2,8,0,1,1,4,5,13,0,1,4,4,8,7,0,4.5,4.3,4.2,4.3,4.5,4.3,4.1,3.2,4.2,3.7
Fall,2014,01:198:205:01,Intr Discret Strct I (Lecture),Saraf S,155,54,0,0,5,11,37,1,0,1,5,9,38,1,0,4,5,15,29,1,0,0,3,7,43,1,0,1,6,11,35,1,1,2,9,16,25,1,0,4,8,13,28,1,3,4,16,10,20,1,0,3,5,12,33,1,0,2,5,19,27,1,4.6,4.6,4.3,4.8,4.5,4.2,4.2,3.8,4.4,4.3
Fall,2014,01:198:205:04,Intr Discret Strct I (Lecture),Borgida A,115,41,7,5,6,15,8,0,2,9,6,14,10,0,6,6,11,11,7,0,2,4,8,11,16,0,4,7,7,11,10,2,7,11,7,9,7,0,7,5,14,10,5,0,6,1,14,12,8,0,10,6,11,10,4,0,9,8,12,11,1,0,3.3,3.5,3.2,3.9,3.4,3,3,3.4,2.8,2.7
Fall,2014,01:198:206:01,Intr Discrt Strct II (Lecture),Schliep A,82,43,0,0,1,11,31,0,0,1,5,9,28,0,0,1,8,9,25,0,0,0,6,9,27,1,0,1,4,11,27,0,0,2,7,12,22,0,0,0,5,14,24,0,2,3,12,12,14,0,0,1,5,14,23,0,0,0,5,19,19,0,4.7,4.5,4.4,4.5,4.5,4.3,4.4,3.8,4.4,4.3
Fall,2014,01:198:206:01,Intr Discrt Strct II,Weidenhoft J,37,13,0,2,1,3,7,0,0,0,1,3,9,0,0,0,4,3,6,0,0,0,1,4,8,0,0,0,1,3,7,2,0,0,5,1,7,0,0,0,3,3,7,0,0,3,1,4,5,0,0,0,4,3,6,0,0,0,3,4,6,0,4.2,4.6,4.2,4.5,4.6,4.2,4.3,3.9,4.2,4.2
Fall,2014,01:198:206:02,Intr Discrt Strct II,Weidenhoft J,38,18,1,0,1,7,9,0,1,0,1,5,11,0,1,0,2,8,7,0,1,0,1,5,11,0,1,0,3,4,9,1,1,0,0,10,6,1,1,0,2,9,6,0,1,0,5,7,4,1,1,0,1,9,7,0,1,0,0,9,8,0,4.3,4.4,4.1,4.4,4.2,4.2,4.1,3.8,4.2,4.3
Fall,2014,01:198:206:05,Intr Discrt Strct II,Basit A,30,11,0,0,2,5,4,0,0,0,3,2,6,0,0,0,3,3,5,0,0,0,2,4,5,0,0,1,4,2,4,0,0,0,4,2,5,0,0,0,5,2,4,0,0,1,3,2,5,0,0,0,1,5,5,0,0,0,4,2,5,0,4.2,4.3,4.2,4.3,3.8,4.1,3.9,4,4.4,4.1
Fall,2014,01:198:206:05,Intr Discrt Strct II (Lecture),Szemeredi E,62,23,2,4,5,7,5,0,3,5,5,5,5,0,6,1,3,7,6,0,2,1,9,5,6,0,2,1,9,4,6,1,4,6,6,2,5,0,5,1,10,0,7,0,3,3,9,3,5,0,4,5,7,2,5,0,5,1,11,1,5,0,3.4,3.2,3.3,3.5,3.5,2.9,3.1,3.2,3,3
Fall,2014,01:198:206:06,Intr Discrt Strct II,Basit A,32,14,0,0,4,3,7,0,0,0,2,7,5,0,0,1,3,5,5,0,0,0,3,4,7,0,1,1,3,3,6,0,0,2,2,6,4,0,1,0,4,3,6,0,0,3,6,1,4,0,0,0,5,4,5,0,0,1,6,3,4,0,4.2,4.2,4,4.3,3.9,3.9,3.9,3.4,4,3.7
Fall,2014,01:198:206:H1,Intr Discrt Strct II (recitation),Schliep A,7,7,0,0,0,4,3,0,0,0,0,3,4,0,0,0,2,1,4,0,0,0,0,2,5,0,0,0,0,1,4,2,0,0,2,1,4,0,0,0,1,3,3,0,0,0,1,2,3,1,0,0,0,4,3,0,0,0,0,4,3,0,4.4,4.6,4.3,4.7,4.8,4.3,4.3,4.3,4.4,4.4
Fall,2014,01:198:211:01,Computer Architectur (Lecture),Bhattacharjee A,155,77,5,3,20,20,29,0,2,6,14,22,33,0,3,7,17,16,34,0,1,4,13,24,35,0,4,10,18,19,26,0,3,12,21,22,19,0,3,4,16,22,32,0,4,6,21,16,30,0,4,9,16,22,26,0,5,11,25,16,20,0,3.8,4,3.9,4.1,3.7,3.6,4,3.8,3.7,3.5
