semester,year,course_code,course_name,instructor,enrollment,responses,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,N/A_Q1,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,N/A_Q2,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,N/A_Q3,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,N/A_Q4,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,N/A_Q5,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,N/A_Q6,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,N/A_Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,N/A_Q8,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,N/A_Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,N/A_Q10,section_mean_Q1,section_mean_Q2,section_mean_Q3,section_mean_Q4,section_mean_Q5,section_mean_Q6,section_mean_Q7,section_mean_Q8,section_mean_Q9,section_mean_Q10
Fall,2019,01:198:111:65,Intro Computer Science,Centeno Ana Paula,230,125,1,1,10,42,69,2,1,3,13,41,66,1,1,5,13,41,63,2,1.0,2.0,11.0,35.0,74.0,2.0,4.0,9.0,23.0,40.0,49.0,0.0,2.0,7.0,17.0,43.0,55.0,1.0,5.0,4.0,20.0,43.0,51.0,2.0,4.0,2.0,11.0,56.0,50.0,2.0,0.0,6.0,18.0,44.0,55.0,2.0,4.0,10.0,15.0,50.0,43.0,3.0,4.4,4.4,4.3,4.5,4.0,4.2,4.1,4.2,4.2,4.0
Fall,2019,01:198:112:01,Data Structures,"Menendez, David",156,50,1,2,6,25,14,2,2,5,8,22,11,2,4,2,16,12,14,2,2.0,6.0,8.0,21.0,11.0,2.0,1.0,4.0,16.0,14.0,9.0,6.0,2.0,5.0,17.0,13.0,11.0,2.0,3.0,0.0,7.0,23.0,17.0,0.0,2.0,2.0,6.0,19.0,21.0,0.0,3.0,6.0,15.0,13.0,10.0,3.0,3.0,5.0,19.0,13.0,9.0,1.0,4.0,3.7,3.6,3.7,3.6,3.5,4.0,4.1,3.5,3.4
Fall,2019,01:198:112:10,Data Structures,"Zhai, Juan",140,60,4,6,13,24,12,1,5,3,22,19,10,1,6,13,17,15,7,2,2.0,3.0,15.0,22.0,17.0,1.0,2.0,1.0,18.0,12.0,12.0,15.0,9.0,10.0,16.0,16.0,7.0,2.0,0.0,2.0,12.0,22.0,24.0,0.0,1.0,4.0,14.0,16.0,24.0,1.0,12.0,8.0,16.0,16.0,5.0,3.0,6.0,4.0,20.0,16.0,14.0,0.0,3.6,3.4,3.1,3.8,3.7,3.0,4.1,4.0,2.9,3.5
Fall,2019,01:198:112:10,Data Structures,"Venugopal, Seshadri",140,60,0,1,5,5,21,28,0,0,5,11,15,29,1,0,5,9,16,29,0.0,1.0,5.0,9.0,15.0,30.0,0.0,2.0,5.0,7.0,15.0,31.0,1.0,1.0,4.0,9.0,16.0,29.0,0.0,2.0,12.0,22.0,24.0,0.0,1.0,4.0,14.0,16.0,24.0,1.0,1.0,1.0,3.0,9.0,18.0,28.0,6.0,4.0,20.0,16.0,14.0,0.0,4.4,4.3,4.3,4.3,4.2,4.2,4.1,4.0,4.3,3.5
Fall,2019,01:198:112:15,Data Structures,"Venugopal, Seshadri",115,55,0,1,1,9,43,1,0,1,3,9,40,2,1,2,2,16,33,1,0.0,1.0,4.0,14.0,35.0,1.0,1.0,4.0,5.0,16.0,27.0,2.0,1.0,1.0,6.0,19.0,27.0,1.0,1.0,1.0,2.0,17.0,33.0,1.0,2.0,3.0,1.0,15.0,33.0,1.0,1.0,1.0,2.0,14.0,36.0,1.0,1.0,1.0,5.0,14.0,32.0,2.0,4.7,4.7,4.4,4.5,4.2,4.3,4.5,4.4,4.5,4.4
Fall,2019,01:198:170:01,Comp Apps-Business,"Nesci, Danielle",237,211,4,21,44,83,57,2,4,21,31,89,63,3,6,19,48,80,56,2,1.0,5.0,28.0,79.0,94.0,4.0,2.0,3.0,24.0,83.0,90.0,9.0,4.0,21.0,56.0,71.0,57.0,2.0,1.0,8.0,28.0,100.0,71.0,3.0,19.0,44.0,53.0,57.0,36.0,2.0,10.0,17.0,53.0,78.0,50.0,3.0,7.0,8.0,49.0,94.0,50.0,3.0,3.8,3.9,3.8,4.3,4.3,3.8,4.1,3.2,3.7,3.8
Fall,2019,01:198:170:01,Comp Apps-Business,"Trees, Frances",237,97,0,0,9,7,8,73,0,0,10,7,7,73,0,0,9,7,7,74,0.0,0.0,11.0,5.0,7.0,74.0,0.0,0.0,10.0,5.0,7.0,75.0,0.0,0.0,9.0,7.0,7.0,74.0,0.0,5.0,11.0,46.0,34.0,1.0,8.0,20.0,20.0,27.0,21.0,1.0,0.0,0.0,10.0,6.0,6.0,75.0,4.0,4.0,22.0,40.0,27.0,0.0,4.0,3.9,3.9,3.8,3.9,3.9,4.1,3.3,3.8,3.9
Fall,2019,01:198:170:17,Comp Apps-Business,"Trees, Frances",167,137,1,5,13,63,54,1,1,5,22,57,52,0,2,7,24,57,47,0,1.0,1.0,17.0,57.0,61.0,0.0,1.0,3.0,22.0,51.0,55.0,5.0,1.0,6.0,25.0,57.0,45.0,3.0,2.0,5.0,18.0,56.0,53.0,3.0,8.0,26.0,37.0,39.0,27.0,0.0,2.0,4.0,29.0,55.0,44.0,3.0,3.0,9.0,26.0,57.0,42.0,0.0,4.2,4.1,4.0,4.3,4.2,4.0,4.1,3.4,4.0,3.9
Fall,2019,01:198:170:30,Comp Apps-Business,"Trees, Frances",176,46,0,1,4,7,4,30,0,0,5,7,4,30,0,1,4,7,4,30,0.0,0.0,4.0,8.0,4.0,30.0,0.0,1.0,3.0,8.0,4.0,30.0,0.0,1.0,4.0,8.0,3.0,30.0,1.0,3.0,5.0,21.0,16.0,0.0,6.0,7.0,12.0,12.0,9.0,0.0,0.0,0.0,6.0,6.0,4.0,30.0,4.0,6.0,9.0,15.0,12.0,0.0,3.9,3.9,3.9,4.0,3.9,3.8,4.0,3.2,3.9,3.5
Fall,2019,01:198:170:30,Comp Apps-Business,"Fuentes, Guillermo",176,168,7,18,45,56,35,7,8,20,51,48,34,7,16,25,46,39,34,8,8.0,12.0,36.0,67.0,39.0,6.0,4.0,8.0,37.0,69.0,37.0,13.0,12.0,27.0,53.0,40.0,26.0,10.0,2.0,8.0,24.0,80.0,53.0,1.0,21.0,25.0,44.0,43.0,32.0,3.0,27.0,25.0,44.0,39.0,26.0,7.0,12.0,14.0,37.0,62.0,40.0,3.0,3.6,3.5,3.3,3.7,3.8,3.3,4.0,3.2,3.1,3.6
Fall,2019,01:198:205:04,Intr Discret Strct I,"Moshkovitz, Guy",154,91,4,1,7,31,48,0,3,8,10,31,39,0,5,7,21,28,30,0,2.0,8.0,13.0,29.0,39.0,0.0,10.0,12.0,21.0,25.0,23.0,0.0,2.0,7.0,23.0,26.0,28.0,5.0,4.0,2.0,23.0,35.0,26.0,1.0,9.0,15.0,34.0,20.0,12.0,1.0,9.0,8.0,12.0,31.0,30.0,1.0,4.0,12.0,22.0,30.0,22.0,1.0,4.3,4.0,3.8,4.0,3.4,3.8,3.9,3.1,3.7,3.6
Fall,2019,01:198:205:07,Intr Discret Strct I,"Gunawardena, Ananda",156,75,2,7,12,31,23,0,1,3,11,34,26,0,0,7,11,22,34,1,0.0,1.0,5.0,34.0,35.0,0.0,0.0,0.0,11.0,29.0,35.0,0.0,2.0,5.0,11.0,31.0,24.0,2.0,1.0,4.0,15.0,26.0,29.0,0.0,3.0,5.0,22.0,27.0,17.0,1.0,3.0,6.0,11.0,32.0,23.0,0.0,3.0,5.0,13.0,31.0,22.0,1.0,3.9,4.1,4.1,4.4,4.3,4.0,4.0,3.7,3.9,3.9
Fall,2019,01:198:206:01,Introduction To Discrete Structures II,"Gholizadeh Hamidi, Samaneh",111,105,2,4,13,43,43,0,1,3,14,35,52,0,2,3,19,26,55,0,1.0,0.0,7.0,27.0,70.0,0.0,1.0,3.0,12.0,22.0,67.0,0.0,3.0,5.0,13.0,29.0,53.0,2.0,2.0,4.0,13.0,50.0,35.0,1.0,3.0,17.0,41.0,24.0,19.0,1.0,3.0,5.0,13.0,34.0,50.0,0.0,3.0,4.0,14.0,40.0,43.0,1.0,4.2,4.3,4.2,4.6,4.4,4.2,4.1,3.4,4.2,4.1
Fall,2019,01:198:206:05,Introduction To Discrete Structures II,"Michmizos, Konstantinos",172,115,2,0,7,23,83,0,1,0,10,28,76,0,1,3,0,19,91,1,1.0,0.0,3.0,11.0,100.0,0.0,1.0,2.0,6.0,27.0,79.0,0.0,3.0,0.0,9.0,22.0,81.0,0.0,1.0,1.0,5.0,51.0,55.0,2.0,3.0,14.0,26.0,36.0,33.0,3.0,0.0,3.0,4.0,31.0,77.0,0.0,3.0,1.0,7.0,38.0,63.0,3.0,4.6,4.6,4.7,4.8,4.6,4.6,4.4,3.7,4.6,4.4
Fall,2019,01:198:211:01,Computer Architectur,"Menendez, David",74,28,3,0,7,10,8,0,5,6,6,10,1,0,6,4,10,6,2,0,8.0,5.0,6.0,8.0,1.0,0.0,2.0,5.0,7.0,10.0,4.0,0.0,6.0,9.0,7.0,5.0,1.0,0.0,5.0,2.0,6.0,10.0,3.0,2.0,0.0,3.0,8.0,8.0,6.0,3.0,10.0,3.0,9.0,5.0,1.0,0.0,8.0,4.0,8.0,4.0,2.0,2.0,3.7,2.9,2.8,2.6,3.3,2.5,3.2,3.7,2.4,2.5
Fall,2019,01:198:211:05,Computer Architectur,"Nagarakatte, Santosh",178,144,2,1,11,46,84,0,4,3,14,60,63,0,2,4,16,52,70,0,3.0,5.0,12.0,46.0,76.0,2.0,3.0,2.0,17.0,46.0,75.0,1.0,2.0,5.0,18.0,57.0,62.0,0.0,2.0,1.0,11.0,54.0,76.0,0.0,6.0,9.0,38.0,49.0,42.0,0.0,3.0,2.0,14.0,52.0,73.0,0.0,2.0,5.0,19.0,63.0,55.0,0.0,4.5,4.2,4.3,4.3,4.3,4.2,4.4,3.8,4.3,4.1
Fall,2019,01:198:213:01,Software Methodology,"Venugopal, Seshadri",189,38,0,0,2,12,22,2,0,1,4,9,22,2,1,0,5,11,19,2,1.0,0.0,3.0,11.0,21.0,2.0,0.0,1.0,7.0,13.0,15.0,2.0,0.0,0.0,4.0,13.0,19.0,2.0,0.0,0.0,1.0,13.0,22.0,2.0,0.0,0.0,2.0,13.0,21.0,2.0,0.0,1.0,3.0,11.0,20.0,3.0,0.0,0.0,5.0,13.0,18.0,2.0,4.6,4.4,4.3,4.4,4.2,4.4,4.6,4.5,4.4,4.4
Fall,2019,01:198:214:05,Systems Programming,"Hidalgo, Daniel",98,39,0,1,6,6,20,6,0,0,4,6,23,6,0,1,5,8,18,7,0.0,0.0,4.0,6.0,22.0,7.0,0.0,0.0,5.0,5.0,20.0,9.0,0.0,0.0,6.0,7.0,20.0,6.0,3.0,1.0,9.0,16.0,8.0,2.0,2.0,3.0,6.0,17.0,9.0,2.0,0.0,1.0,5.0,8.0,19.0,6.0,9.0,8.0,5.0,10.0,5.0,2.0,4.4,4.6,4.3,4.6,4.5,4.4,3.7,3.8,4.4,2.8
Fall,2019,01:198:294:01,Indep Study Computer Science,Centeno Ana Paula,20,11,0,0,1,2,8,0,0,0,0,1,10,0,0,0,0,0,11,0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,2.0,8.0,1.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,3.0,4.0,4.0,0.0,0.0,1.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,4.6,4.9,5.0,5.0,4.8,4.8,4.1,3.9,4.9,4.6
Fall,2019,01:198:314:01,Prin Prog Languages,"Menendez, David",141,42,4,3,9,14,12,0,6,6,11,10,9,0,6,4,10,14,8,0,9.0,2.0,9.0,12.0,10.0,0.0,5.0,7.0,9.0,12.0,9.0,0.0,7.0,5.0,15.0,5.0,9.0,1.0,4.0,4.0,12.0,11.0,11.0,0.0,2.0,4.0,9.0,16.0,11.0,0.0,8.0,5.0,11.0,10.0,7.0,1.0,9.0,8.0,6.0,11.0,8.0,0.0,3.6,3.2,3.3,3.3,3.3,3.1,3.5,3.7,3.1,3.0
Fall,2019,01:198:323:01,Numer Anal Computing,"Steiger, William",96,35,6,9,12,6,2,0,4,6,14,5,6,0,10,8,7,7,3,0,3.0,0.0,12.0,15.0,5.0,0.0,2.0,2.0,8.0,12.0,6.0,5.0,11.0,8.0,8.0,4.0,3.0,1.0,4.0,13.0,9.0,5.0,3.0,1.0,3.0,8.0,11.0,7.0,5.0,1.0,12.0,10.0,7.0,3.0,3.0,0.0,11.0,10.0,8.0,2.0,3.0,1.0,2.7,3.1,2.6,3.5,3.6,2.4,2.7,3.1,2.3,2.3
Fall,2019,01:198:336:01,Prin Info & Data Mgt,"Balouek-Thomert, Daniel",144,57,0,0,11,20,26,0,1,3,11,16,25,1,3,4,19,15,16,0,0.0,1.0,6.0,25.0,25.0,0.0,1.0,5.0,8.0,19.0,24.0,0.0,1.0,3.0,14.0,28.0,11.0,0.0,0.0,5.0,9.0,26.0,15.0,2.0,1.0,5.0,12.0,22.0,16.0,1.0,1.0,2.0,17.0,23.0,13.0,1.0,1.0,4.0,14.0,29.0,8.0,1.0,4.3,4.1,3.7,4.3,4.1,3.8,3.9,3.8,3.8,3.7
Fall,2019,01:198:336:03,Prin Info & Data Mgt,"Miranda Garcia, Antonio",241,53,1,1,5,10,36,0,1,2,5,10,35,0,2,3,3,12,33,0,1.0,0.0,3.0,12.0,37.0,0.0,1.0,2.0,5.0,15.0,30.0,0.0,1.0,1.0,7.0,14.0,29.0,1.0,1.0,0.0,3.0,21.0,28.0,0.0,2.0,4.0,9.0,17.0,21.0,0.0,2.0,2.0,2.0,18.0,29.0,0.0,1.0,1.0,5.0,21.0,25.0,0.0,4.5,4.4,4.3,4.6,4.3,4.3,4.4,4.0,4.3,4.3
Fall,2019,01:198:344:01,Dsgn&anal Comp Algor,"Assadi, Sepehr",161,75,1,0,1,8,64,1,0,1,1,9,62,2,1,1,6,14,52,1,1.0,0.0,2.0,9.0,62.0,1.0,1.0,0.0,4.0,13.0,55.0,2.0,2.0,0.0,4.0,13.0,55.0,1.0,1.0,0.0,6.0,12.0,55.0,1.0,3.0,4.0,16.0,23.0,27.0,2.0,1.0,1.0,5.0,8.0,59.0,1.0,1.0,2.0,5.0,14.0,52.0,1.0,4.8,4.8,4.6,4.8,4.7,4.6,4.6,3.9,4.7,4.5
Fall,2019,01:198:352:01,Internet Technology,"Chang, Lily",106,35,1,1,2,10,20,1,1,1,4,8,21,0,3,0,8,8,16,0,1.0,0.0,4.0,7.0,23.0,0.0,1.0,0.0,4.0,7.0,22.0,1.0,1.0,1.0,8.0,10.0,15.0,0.0,1.0,0.0,7.0,14.0,13.0,0.0,1.0,0.0,9.0,16.0,9.0,0.0,2.0,0.0,4.0,13.0,15.0,1.0,2.0,1.0,3.0,15.0,14.0,0.0,4.4,4.3,4.0,4.5,4.4,4.1,4.1,3.9,4.2,4.1
Fall,2019,01:198:352:03,Internet Technology,"Zhang, Desheng",162,53,1,0,3,12,35,2,1,1,5,16,28,2,1,7,6,15,22,2,1.0,1.0,1.0,13.0,35.0,2.0,1.0,0.0,3.0,16.0,31.0,2.0,1.0,3.0,7.0,18.0,22.0,2.0,1.0,3.0,7.0,18.0,23.0,1.0,3.0,7.0,16.0,14.0,12.0,1.0,2.0,3.0,7.0,16.0,23.0,2.0,1.0,5.0,6.0,23.0,17.0,1.0,4.6,4.4,4.0,4.6,4.5,4.1,4.1,3.5,4.1,4.0
Fall,2019,01:198:416:01,Oper System Design,"Nath, Badri",60,15,0,2,0,3,10,0,1,2,0,3,9,0,0,3,1,2,9,0,1.0,0.0,2.0,3.0,9.0,0.0,1.0,0.0,1.0,2.0,10.0,1.0,0.0,3.0,1.0,2.0,9.0,0.0,0.0,2.0,2.0,2.0,9.0,0.0,0.0,0.0,5.0,3.0,7.0,0.0,2.0,0.0,2.0,2.0,9.0,0.0,2.0,0.0,2.0,4.0,7.0,0.0,4.4,4.1,4.1,4.3,4.4,4.1,4.2,4.1,4.1,3.9
Fall,2019,01:198:419:01,Computer Security,"Krzyzanowski, Paul",104,28,0,1,1,5,20,1,0,1,1,5,21,0,0,3,4,3,18,0,0.0,1.0,0.0,5.0,22.0,0.0,1.0,0.0,1.0,5.0,21.0,0.0,1.0,2.0,3.0,6.0,16.0,0.0,0.0,1.0,2.0,7.0,18.0,0.0,0.0,1.0,4.0,12.0,10.0,1.0,0.0,1.0,3.0,7.0,16.0,1.0,0.0,1.0,3.0,10.0,14.0,0.0,4.6,4.6,4.3,4.7,4.6,4.2,4.5,4.2,4.4,4.3
Fall,2019,01:198:431:01,Software Engineering,"Chang, Lily",21,9,0,0,0,3,6,0,0,0,1,3,5,0,0,1,2,2,4,0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,2.0,3.0,4.0,0.0,0.0,0.0,1.0,5.0,3.0,0.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,1.0,3.0,5.0,0.0,4.7,4.4,4.0,4.8,4.2,4.2,4.1,4.7,4.7,4.4
Fall,2019,01:198:439:01,Intro Data Science,"Gunawardena, Ananda",57,23,0,0,0,7,16,0,0,0,0,6,17,0,0,0,1,7,14,1,0.0,0.0,1.0,5.0,17.0,0.0,0.0,0.0,0.0,5.0,17.0,1.0,0.0,0.0,1.0,7.0,15.0,0.0,0.0,0.0,1.0,7.0,15.0,0.0,0.0,0.0,3.0,12.0,8.0,0.0,0.0,0.0,2.0,7.0,13.0,1.0,0.0,1.0,1.0,7.0,14.0,0.0,4.7,4.7,4.6,4.7,4.8,4.6,4.6,4.2,4.5,4.5
Fall,2019,01:198:440:01,Introduction To Artificial Intelligence,"Boularias, Abdeslam",141,46,0,3,0,8,34,1,0,0,1,10,34,1,0,0,1,9,35,1,0.0,0.0,1.0,5.0,39.0,1.0,0.0,0.0,1.0,7.0,37.0,1.0,0.0,0.0,4.0,6.0,35.0,1.0,0.0,0.0,1.0,13.0,31.0,1.0,0.0,0.0,6.0,13.0,26.0,1.0,0.0,1.0,1.0,8.0,35.0,1.0,0.0,1.0,2.0,12.0,30.0,1.0,4.6,4.7,4.8,4.8,4.8,4.7,4.7,4.4,4.7,4.6
Fall,2019,01:198:442:01,Topics In Comp Sci: Probablistic Algorithms,"Steiger, William",30,5,1,0,2,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,3.0,2.8,3.0,3.3,2.5,3.0,2.3,3.5,2.8,2.3
Fall,2019,01:198:443:01,Tpcs In Computer Sci: Advanced Topics In Cognitive,"Stone, Matthew",26,8,2,2,3,1,0,0,1,0,2,5,0,0,1,0,3,3,0,1,0.0,0.0,0.0,5.0,3.0,0.0,3.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,0.0,2.0,2.0,3.0,1.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,1.0,2.4,3.4,3.1,4.4,1.8,2.6,2.5,4.0,2.4,2.0
Fall,2019,01:198:460:01,Intro Comp Robotics,"Yu, Jingjin",81,18,0,1,2,4,11,0,1,1,0,6,10,0,1,0,2,5,10,0,1.0,1.0,1.0,6.0,9.0,0.0,1.0,0.0,2.0,5.0,10.0,0.0,3.0,0.0,2.0,2.0,11.0,0.0,0.0,2.0,2.0,4.0,10.0,0.0,0.0,1.0,4.0,5.0,8.0,0.0,3.0,0.0,2.0,3.0,10.0,0.0,1.0,2.0,3.0,3.0,9.0,0.0,4.4,4.3,4.3,4.2,4.3,4.0,4.2,4.1,3.9,3.9
Fall,2021,01:198:105:01,Great Insights In Computer Science,"Kulikowski, Casimir",23,8,1,1,3,1,2,0,1,1,2,2,2,0,2,0,2,2,2,0,1.0,0.0,2.0,2.0,3.0,0.0,1.0,1.0,1.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,0.0,3.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,2.0,3.0,2.0,0.0,3.0,0.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,1.0,3.0,0.0,3.3,3.4,3.3,3.8,3.5,2.9,3.0,3.6,3.1,3.1
