semester,year,course_code,course_name,instructor,enrollment,responses,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,N/A_Q1,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,N/A_Q2,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,N/A_Q3,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,N/A_Q4,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,N/A_Q5,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,N/A_Q6,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,N/A_Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,N/A_Q8,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,N/A_Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,N/A_Q10,section_mean_Q1,section_mean_Q2,section_mean_Q3,section_mean_Q4,section_mean_Q5,section_mean_Q6,section_mean_Q7,section_mean_Q8,section_mean_Q9,section_mean_Q10
Fall,2014,01:640:025:32,Elementary Algebra,Papali G,24,13,0,1,1,3,8,0,2,1,2,4,4,0,1,2,2,2,6,0,2,0,2,3,6,0,0,1,1,4,7,0,2,0,3,2,6,0,1,0,3,4,5,0,3,1,4,1,4,0,0,3,2,4,4,0,1,1,2,5,4,0,4.4,3.5,3.8,3.9,4.3,3.8,3.9,3.2,3.7,3.8
Fall,2014,01:640:025:33,Elementary Algebra,Kinkhabwala R,24,20,0,2,2,2,14,0,5,4,3,4,4,0,1,3,5,4,7,0,7,5,2,4,2,0,0,1,4,6,9,0,3,2,6,5,4,0,0,1,5,9,5,0,6,2,8,1,3,0,0,6,5,3,6,0,4,6,2,5,3,0,4.4,2.9,3.7,2.5,4.2,3.3,3.9,2.7,3.5,2.9
Fall,2014,01:640:026:01,Intermediate Algebra,Kinkhabwala R,28,16,0,0,1,2,13,0,0,2,2,2,10,0,0,1,3,2,10,0,1,3,2,1,9,0,0,0,2,2,12,0,0,1,2,4,9,0,1,1,0,6,8,0,4,1,3,2,6,0,0,0,1,7,8,0,1,1,2,3,9,0,4.8,4.3,4.3,3.9,4.6,4.3,4.2,3.3,4.4,4.1
Fall,2014,01:640:026:02,Intermediate Algebra,Lindboe T,30,10,0,1,3,0,6,0,0,0,3,1,6,0,1,0,2,1,6,0,0,0,2,1,7,0,1,0,2,2,5,0,0,1,3,1,5,0,0,1,1,3,5,0,3,0,3,1,3,0,1,0,3,1,5,0,1,0,4,0,5,0,4.1,4.3,4.1,4.5,4,4,4.2,3.1,3.9,3.8
Fall,2014,01:640:026:03,Intermediate Algebra,Collins E,29,11,0,0,2,4,5,0,0,1,4,2,4,0,0,2,2,2,5,0,0,0,2,2,7,0,0,0,2,2,7,0,0,1,2,5,3,0,0,1,2,4,4,0,2,0,5,2,2,0,0,1,4,3,3,0,0,1,2,4,4,0,4.3,3.8,3.9,4.5,4.5,3.9,4,3.2,3.7,4
Fall,2014,01:640:026:04,Intermediate Algebra,Patel S,31,15,0,1,1,3,10,0,1,1,1,4,7,1,0,3,0,5,7,0,0,2,2,2,9,0,0,2,4,1,8,0,1,2,2,6,4,0,2,2,3,4,4,0,3,2,8,0,2,0,1,0,5,5,4,0,1,3,0,7,4,0,4.5,4.1,4.1,4.2,4,3.7,3.4,2.7,3.7,3.7
Fall,2014,01:640:026:06,Intermediate Algebra,Evans. J,30,14,1,1,6,4,2,0,1,4,2,3,4,0,1,4,3,3,3,0,2,2,4,3,3,0,0,4,4,4,2,0,1,6,4,2,1,0,1,3,5,2,3,0,2,3,5,3,1,0,2,2,6,3,1,0,1,2,7,4,0,0,3.4,3.4,3.2,3.2,3.3,2.7,3.2,2.9,2.9,3
Fall,2014,01:640:026:07,Intermediate Algebra,Schwartz S,29,14,0,0,1,0,13,0,0,0,1,0,13,0,0,0,2,1,11,0,0,0,1,0,13,0,0,0,2,2,10,0,0,0,1,0,13,0,0,1,1,3,9,0,1,0,5,4,4,0,0,0,1,4,9,0,0,0,3,3,8,0,4.9,4.9,4.6,4.9,4.6,4.9,4.4,3.7,4.6,4.4
Fall,2014,01:640:026:09,Intermediate Algebra,Hirsch L,29,17,0,0,3,6,8,0,1,2,1,8,5,0,1,0,5,4,7,0,1,1,2,5,8,0,0,2,5,4,6,0,0,2,3,7,5,0,0,1,6,7,3,0,7,3,4,2,1,0,0,2,3,8,4,0,0,0,9,5,3,0,4.3,3.8,3.9,4.1,3.8,3.9,3.7,2.2,3.8,3.7
Fall,2014,01:640:026:11,Intermediate Algebra,Patel S,31,16,0,1,3,3,9,0,1,2,1,4,8,0,2,1,2,3,8,0,1,1,2,4,8,0,0,2,2,1,11,0,2,1,2,3,8,0,2,0,6,2,6,0,1,1,7,2,4,1,2,0,2,3,8,1,2,0,2,5,6,1,4.3,4,3.9,4.1,4.3,3.9,3.6,3.5,4,3.9
Fall,2014,01:640:026:13,Intermediate Algebra,Mukherjee A,29,15,0,1,1,2,11,0,2,0,1,4,8,0,0,0,5,6,4,0,0,1,2,4,8,0,1,1,2,2,9,0,1,1,3,4,6,0,2,1,6,2,4,0,6,3,2,2,2,0,1,0,0,8,6,0,0,0,6,4,5,0,4.5,4.1,3.9,4.3,4.1,3.9,3.3,2.4,4.2,3.9
Fall,2014,01:640:026:14,Intermediate Algebra,Mukherjee A,31,15,0,1,0,1,13,0,1,0,1,2,11,0,0,3,0,2,10,0,0,0,1,1,13,0,0,0,0,3,12,0,0,1,1,4,9,0,0,2,3,3,7,0,4,0,4,2,4,1,0,1,0,4,10,0,0,1,1,3,9,1,4.7,4.5,4.3,4.8,4.8,4.4,4,3.1,4.5,4.4
Fall,2014,01:640:026:15,Intermediate Algebra,Unger L,31,24,0,0,2,7,15,0,0,0,3,5,16,0,0,1,1,5,17,0,0,3,0,3,18,0,0,1,1,1,21,0,0,0,0,9,15,0,0,1,4,6,13,0,5,2,6,3,7,1,0,0,2,8,14,0,0,0,2,10,12,0,4.5,4.5,4.6,4.5,4.8,4.6,4.3,3.2,4.5,4.4
Fall,2014,01:640:026:16,Intermediate Algebra,Jobbins D,31,14,0,0,1,1,12,0,0,0,2,0,12,0,0,0,1,2,10,1,0,0,0,3,11,0,1,0,1,2,10,0,0,0,3,2,9,0,0,0,4,1,9,0,2,1,3,2,6,0,0,0,2,1,11,0,0,0,3,2,9,0,4.8,4.7,4.7,4.8,4.4,4.4,4.4,3.6,4.6,4.4
Fall,2014,01:640:026:18,Intermediate Algebra,Benedict K,30,15,0,0,0,4,11,0,0,0,1,4,10,0,0,0,1,3,11,0,0,0,0,2,13,0,0,0,0,2,13,0,0,0,1,2,12,0,0,0,1,4,10,0,1,2,4,1,6,1,0,0,1,4,10,0,0,0,1,5,9,0,4.7,4.6,4.7,4.9,4.9,4.7,4.6,3.6,4.6,4.5
Fall,2014,01:640:026:20,Intermediate Algebra,Romano A,27,10,0,0,1,5,4,0,0,0,2,4,4,0,0,2,3,3,2,0,0,0,4,4,2,0,0,3,2,4,1,0,0,2,3,4,1,0,0,3,3,2,2,0,1,1,5,0,2,1,0,1,3,5,1,0,0,0,4,5,1,0,4.3,4.2,3.5,3.8,3.3,3.4,3.3,3.1,3.6,3.7
Fall,2014,01:640:026:21,Intermediate Algebra,Rumen J,32,16,1,2,3,3,7,0,1,1,4,2,8,0,3,2,5,2,4,0,1,2,2,3,8,0,3,1,3,2,7,0,3,2,3,2,6,0,2,2,4,4,4,0,8,1,2,1,4,0,3,2,3,3,5,0,2,4,3,5,2,0,3.8,3.9,3.1,3.9,3.6,3.4,3.4,2.5,3.3,3.1
Fall,2014,01:640:026:22,Intermediate Algebra,Amodio J,29,12,0,0,0,2,10,0,0,0,0,4,8,0,0,0,2,2,8,0,0,0,2,2,8,0,0,0,1,4,7,0,0,0,3,5,4,0,0,0,4,2,6,0,2,2,4,3,1,0,0,0,1,7,4,0,0,1,1,7,3,0,4.8,4.7,4.5,4.5,4.5,4.1,4.2,2.9,4.3,4
Fall,2014,01:640:026:27,Intermediate Algebra,Rumen J,29,14,0,0,1,2,11,0,0,0,2,2,9,1,0,0,1,5,6,2,0,0,2,2,8,2,0,1,1,3,7,2,0,1,0,4,7,2,0,1,2,2,7,2,2,2,4,1,3,2,0,0,2,4,6,2,1,1,0,6,4,2,4.7,4.5,4.4,4.5,4.3,4.4,4.3,3.1,4.3,3.9
Fall,2014,01:640:026:28,Intermediate Algebra,Collins E,30,18,0,3,2,6,7,0,0,0,1,11,6,0,0,3,4,6,5,0,0,1,4,5,8,0,0,0,2,5,10,1,1,2,5,5,5,0,2,0,7,4,5,0,3,6,5,2,2,0,3,0,7,5,3,0,1,2,8,3,4,0,3.9,4.3,3.7,4.1,4.5,3.6,3.6,2.7,3.3,3.4
Fall,2014,01:640:103:01,Topics Math Lib Arts,Miervaldis W,35,15,0,1,1,5,8,0,0,0,1,3,11,0,0,0,3,2,10,0,0,0,0,1,14,0,0,0,0,1,14,0,0,0,1,3,11,0,0,0,0,6,9,0,2,3,3,4,2,1,0,0,0,6,9,0,1,0,2,5,7,0,4.3,4.7,4.5,4.9,4.9,4.7,4.6,3.1,4.6,4.1
Fall,2014,01:640:103:02,Topics Math Lib Arts,Seneres A,35,23,0,0,0,3,20,0,0,0,0,2,21,0,0,0,0,3,20,0,0,0,0,2,21,0,0,0,0,4,19,0,0,0,0,3,20,0,0,0,1,2,20,0,3,1,9,5,4,1,0,0,0,3,20,0,0,0,0,5,18,0,4.9,4.9,4.9,4.9,4.8,4.9,4.8,3.3,4.9,4.8
Fall,2014,01:640:103:03,Topics Math Lib Arts,Seneres A,36,25,0,0,0,1,24,0,0,0,1,0,24,0,0,0,2,0,23,0,0,0,1,0,24,0,0,0,1,1,22,1,0,0,1,1,23,0,0,0,3,2,19,1,3,2,4,5,9,2,0,0,1,0,24,0,0,0,1,3,21,0,5,4.9,4.8,4.9,4.9,4.9,4.7,3.7,4.9,4.8
Fall,2014,01:640:103:15,Topics Math Lib Arts,Maas G,35,15,1,0,1,3,10,0,0,1,1,1,12,0,1,0,0,1,13,0,0,0,1,1,13,0,1,1,2,2,9,0,1,1,0,3,10,0,1,1,3,3,7,0,4,4,2,0,5,0,1,0,2,6,6,0,1,0,2,4,7,1,4.4,4.6,4.7,4.8,4.1,4.3,3.9,2.9,4.1,4.1
Fall,2014,01:640:103:18,Topics Math Lib Arts,Gulick D,34,28,0,0,0,1,27,0,0,0,1,0,27,0,0,1,0,0,27,0,0,0,0,1,27,0,0,0,1,2,25,0,0,0,1,3,24,0,0,1,0,5,21,1,2,2,8,1,15,0,0,0,1,1,26,0,0,1,0,5,22,0,5,4.9,4.9,5,4.9,4.8,4.7,3.9,4.9,4.7
Fall,2014,01:640:103:19,Topics Math Lib Arts,Gulick D,34,21,0,0,0,1,20,0,0,1,0,2,18,0,0,0,0,2,19,0,0,0,0,0,21,0,0,0,0,2,19,0,0,0,0,2,19,0,0,0,0,2,19,0,1,5,9,2,4,0,0,0,0,1,20,0,0,0,0,5,16,0,5,4.8,4.9,5,4.9,4.9,4.9,3.1,5,4.8
Fall,2014,01:640:103:22,Topics Math Lib Arts,Marvin M,31,18,1,0,1,2,14,0,0,1,2,3,12,0,0,0,5,4,9,0,1,0,0,5,12,0,0,0,5,2,11,0,0,1,2,4,11,0,0,1,3,3,11,0,3,2,6,3,4,0,0,1,1,5,11,0,0,1,2,6,9,0,4.6,4.4,4.2,4.5,4.3,4.4,4.3,3.2,4.4,4.3
Fall,2014,01:640:103:23,Topics Math Lib Arts,Arias C,27,14,0,0,1,3,10,0,0,0,0,2,12,0,0,0,1,2,11,0,0,0,0,1,13,0,0,0,2,3,9,0,0,0,2,3,9,0,0,0,1,5,7,1,3,1,4,3,3,0,0,0,2,4,8,0,0,0,1,5,8,0,4.6,4.9,4.7,4.9,4.5,4.5,4.5,3.1,4.4,4.5
Fall,2014,01:640:103:24,Topics Math Lib Arts,Arias C,22,12,0,0,1,3,8,0,0,0,0,3,9,0,0,1,2,2,7,0,0,0,0,0,12,0,0,0,0,4,8,0,0,0,3,2,7,0,0,0,3,2,7,0,1,4,1,0,5,1,0,0,0,5,7,0,0,0,2,3,7,0,4.6,4.8,4.3,5,4.7,4.3,4.3,3.4,4.6,4.4
Fall,2014,01:640:103:25,Topics Math Lib Arts,Tyrrell T,32,11,0,0,0,1,10,0,0,0,0,1,10,0,0,0,1,1,9,0,0,0,0,0,11,0,0,0,0,0,11,0,0,1,0,0,10,0,0,1,1,2,7,0,1,1,1,2,6,0,0,0,0,1,10,0,0,0,1,3,7,0,4.9,4.9,4.7,5,5,4.7,4.4,4,4.9,4.6
Fall,2014,01:640:103:26,Topics Math Lib Arts,Lieberman M,33,20,0,0,0,0,20,0,0,0,0,1,19,0,0,0,0,2,18,0,0,0,0,0,20,0,0,0,0,1,19,0,0,0,0,0,20,0,0,0,0,2,18,0,5,3,4,3,3,2,0,0,0,1,19,0,0,0,0,1,18,1,5,5,4.9,5,5,5,4.9,2.8,5,5
Fall,2014,01:640:103:27,Topics Math Lib Arts,Kerrigan J,20,14,0,0,0,0,14,0,0,0,0,0,14,0,0,0,0,0,14,0,0,0,0,0,14,0,0,0,0,0,14,0,0,0,0,0,14,0,0,0,0,0,14,0,2,3,2,1,6,0,0,0,0,0,14,0,0,0,0,0,14,0,5,5,5,5,5,5,5,3.4,5,5
Fall,2014,01:640:103:28,Topics Math Lib Arts,Lieberman M,36,20,0,0,0,0,20,0,0,0,0,0,20,0,0,0,1,2,17,0,0,0,0,1,19,0,0,0,0,2,18,0,0,0,0,4,16,0,0,1,0,2,17,0,2,1,7,2,8,0,0,0,1,0,19,0,0,0,2,2,16,0,5,5,4.8,5,4.9,4.8,4.8,3.7,4.9,4.7
Fall,2014,01:640:104:01,Intro To Probability,Lieberman M,35,12,0,0,0,1,11,0,0,0,0,1,11,0,0,1,1,2,8,0,0,0,0,2,10,0,0,1,0,2,9,0,0,1,0,2,9,0,0,1,0,3,8,0,2,2,0,2,6,0,0,0,1,2,9,0,0,1,0,3,8,0,4.9,4.9,4.4,4.8,4.6,4.6,4.5,3.7,4.7,4.5
Fall,2014,01:640:104:04,Intro To Probability,Weingart M,26,13,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,1,12,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,13,0,1,0,1,1,10,0,0,0,0,0,13,0,0,0,0,0,13,0,5,5,4.9,5,5,5,5,4.5,5,5
Fall,2014,01:640:104:05,Intro To Probability,Nemzer D,35,18,0,0,3,4,11,0,0,1,2,7,8,0,1,0,4,4,8,1,0,0,4,5,9,0,1,0,2,5,10,0,0,1,2,7,8,0,0,0,4,6,8,0,1,1,5,6,5,0,0,0,5,6,7,0,0,0,4,7,7,0,4.4,4.2,4.1,4.3,4.3,4.2,4.2,3.7,4.1,4.2
Fall,2014,01:640:106:01,Mathematics Of Money,Hough C,34,27,0,0,0,2,25,0,0,0,2,2,23,0,0,0,2,2,23,0,0,0,0,2,25,0,0,0,2,3,22,0,0,0,2,4,21,0,0,0,0,4,23,0,1,2,8,3,13,0,0,0,0,6,21,0,0,0,2,6,19,0,4.9,4.8,4.8,4.9,4.7,4.7,4.9,3.9,4.8,4.6
Fall,2014,01:640:106:04,Mathematics Of Money,Maas G,33,15,0,0,2,5,8,0,0,2,1,2,10,0,1,1,1,6,6,0,0,1,1,3,10,0,0,0,3,3,9,0,0,1,3,5,6,0,0,2,2,6,5,0,2,2,4,4,3,0,0,1,4,3,7,0,1,1,3,6,4,0,4.4,4.3,4,4.5,4.4,4.1,3.9,3.3,4.1,3.7
Fall,2014,01:640:106:06,Mathematics Of Money,Kerrigan J,34,20,0,0,0,1,19,0,0,0,0,0,20,0,1,0,0,2,17,0,0,0,0,2,18,0,1,0,1,2,16,0,0,1,0,1,18,0,1,0,1,1,17,0,1,0,9,2,8,0,0,1,0,2,17,0,0,0,1,2,17,0,5,5,4.7,4.9,4.6,4.8,4.7,3.8,4.8,4.8
Fall,2014,01:640:107:T1,Number&Oper For K-8,Weingart M,22,8,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,1,7,0,0,0,0,0,8,0,0,0,0,2,6,0,0,0,1,0,7,0,0,0,0,1,7,0,0,1,1,1,5,0,0,0,0,0,8,0,0,0,0,1,7,0,5,5,4.9,5,4.8,4.8,4.9,4.3,5,4.9
Fall,2014,01:640:107:T2,Number&Oper For K-8,Beals M,23,13,0,1,1,3,8,0,0,0,1,1,11,0,2,0,0,1,10,0,0,0,0,1,12,0,0,0,0,2,11,0,0,1,0,2,10,0,0,1,0,2,10,0,0,2,0,1,10,0,0,0,1,2,10,0,0,0,1,2,10,0,4.4,4.8,4.3,4.9,4.9,4.6,4.6,4.5,4.7,4.7
Fall,2014,01:640:111:01,Precalc Part 1,Cardozo C,35,13,2,1,1,5,4,0,2,1,2,4,4,0,3,1,3,3,3,0,1,3,1,4,4,0,0,1,3,4,4,1,3,0,3,4,3,0,2,2,2,4,2,1,3,1,3,3,2,1,2,1,3,4,3,0,3,0,3,3,4,0,3.6,3.5,3.2,3.5,3.9,3.3,3.2,3,3.4,3.4
Fall,2014,01:640:111:01,Precalc Part 1 (Lecture),Patel S,106,61,1,0,4,15,41,0,2,2,3,11,43,0,5,1,6,16,33,0,1,0,4,11,45,0,2,1,7,11,40,0,3,2,9,9,36,2,2,2,12,15,29,1,13,10,13,6,17,2,1,2,12,14,32,0,1,4,14,15,27,0,4.6,4.5,4.2,4.6,4.4,4.2,4.1,3.1,4.2,4
Fall,2014,01:640:111:02,Precalc Part 1,Cardozo C,35,8,1,1,1,0,5,0,0,1,1,0,6,0,1,1,0,2,4,0,0,2,0,0,6,0,0,1,0,1,6,0,1,1,0,1,5,0,1,1,1,1,4,0,1,1,2,1,3,0,1,1,0,2,4,0,0,2,0,2,4,0,3.9,4.4,3.9,4.3,4.5,4,3.8,3.5,3.9,4
Fall,2014,01:640:111:03,Precalc Part 1,Cardozo C,36,20,0,0,2,4,14,0,0,0,3,4,13,0,0,0,5,3,11,1,0,0,2,5,13,0,0,0,5,0,15,0,0,0,3,5,11,1,0,0,5,3,12,0,3,4,6,2,5,0,0,1,2,6,11,0,0,1,7,5,7,0,4.6,4.5,4.3,4.6,4.5,4.4,4.4,3.1,4.4,3.9
Fall,2014,01:640:111:04,Precalc Part 1,Kamara A,36,19,1,2,5,3,8,0,0,3,4,5,7,0,0,1,8,1,9,0,0,2,5,4,8,0,1,0,0,8,10,0,0,1,5,6,7,0,0,2,5,5,7,0,4,3,3,4,4,1,0,1,6,5,6,1,0,2,3,7,7,0,3.8,3.8,4,4,4.4,4,3.9,3.1,3.9,4
Fall,2014,01:640:111:04,Precalc Part 1 (Lecture),Horowitz D,107,60,5,1,2,10,42,0,5,1,7,15,32,0,4,4,7,13,31,1,8,1,7,14,30,0,6,4,4,14,30,2,4,1,12,14,29,0,3,1,9,16,31,0,9,9,13,12,15,2,3,2,5,17,33,0,4,1,12,21,22,0,4.4,4.1,4.1,4,4,4.1,4.2,3.3,4.3,3.9
Fall,2014,01:640:111:05,Precalc Part 1,Kamara A,35,20,0,2,1,5,12,0,1,2,2,5,10,0,0,1,3,5,11,0,2,0,4,3,11,0,2,0,2,9,7,0,1,1,4,7,7,0,1,0,7,4,8,0,2,3,7,6,2,0,2,0,4,7,7,0,1,1,8,4,6,0,4.4,4.1,4.3,4.1,4,3.9,3.9,3.2,3.9,3.7
