semester,year,course_code,course_name,instructor,enrollment,responses,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,N/A_Q1,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,N/A_Q2,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,N/A_Q3,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,N/A_Q4,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,N/A_Q5,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,N/A_Q6,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,N/A_Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,N/A_Q8,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,N/A_Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,N/A_Q10,section_mean_Q1,section_mean_Q2,section_mean_Q3,section_mean_Q4,section_mean_Q5,section_mean_Q6,section_mean_Q7,section_mean_Q8,section_mean_Q9,section_mean_Q10
Fall,2019,01:640:026:02,Intermediate Algebra,"Schwartz, Sharon",22,9,0,0,1,3,5,0,0,1,2,3,3,0,0.0,0.0,2.0,3.0,4.0,0.0,0.0,1.0,1.0,3.0,4.0,0.0,2.0,0.0,2.0,3.0,2.0,0.0,1.0,1.0,0.0,5.0,2.0,0.0,0.0,2.0,2.0,3.0,2.0,0.0,1.0,1.0,5.0,2.0,0.0,0.0,1.0,1.0,0.0,4.0,3.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,4.4,3.9,4.2,4.1,3.3,3.7,3.6,2.9,3.8,3.4
Fall,2019,01:640:026:03,Intermediate Algebra,"Khosla, Noopur",26,14,2,2,3,7,0,0,5,1,3,5,0,0,5.0,1.0,4.0,3.0,1.0,0.0,4.0,3.0,2.0,4.0,1.0,0.0,1.0,4.0,2.0,5.0,1.0,1.0,4.0,4.0,3.0,3.0,0.0,0.0,3.0,3.0,5.0,3.0,0.0,0.0,3.0,1.0,7.0,3.0,0.0,0.0,5.0,4.0,3.0,2.0,0.0,0.0,6.0,3.0,3.0,2.0,0.0,0.0,3.1,2.6,2.6,2.6,3.1,2.4,2.6,2.7,2.1,2.1
Fall,2019,01:640:026:04,Intermediate Algebra,"Nazi, Ghassan",28,12,0,0,1,3,8,0,0,0,1,3,8,0,0.0,0.0,2.0,2.0,8.0,0.0,0.0,0.0,1.0,2.0,9.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,1.0,4.0,7.0,0.0,0.0,0.0,1.0,5.0,6.0,0.0,2.0,3.0,3.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,8.0,0.0,0.0,0.0,1.0,4.0,7.0,0.0,4.6,4.6,4.5,4.7,4.7,4.5,4.4,2.9,4.5,4.5
Fall,2019,01:640:026:05,Intermediate Algebra,"Safran, Steven",29,12,0,0,1,2,9,0,0,0,1,1,10,0,0.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,1.0,2.0,9.0,0.0,0.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,1.0,5.0,6.0,0.0,0.0,1.0,2.0,3.0,5.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,6.0,0.0,0.0,0.0,1.0,7.0,3.0,1.0,4.7,4.8,4.3,4.7,4.3,4.4,4.1,2.7,4.4,4.2
Fall,2019,01:640:026:06,Intermediate Algebra,"Nazi, Ghassan",32,9,1,0,1,2,5,0,1,1,0,2,5,0,1.0,0.0,2.0,2.0,4.0,0.0,1.0,0.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,3.0,5.0,0.0,1.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,2.0,4.0,3.0,0.0,0.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0,2.0,3.0,4.0,0.0,4.1,4.0,3.9,4.1,4.2,3.8,4.3,4.1,4.1,4.2
Fall,2019,01:640:026:07,Intermediate Algebra,"Nazi, Ghassan",31,18,0,0,0,4,14,0,0,0,0,1,16,1,0.0,0.0,2.0,1.0,15.0,0.0,0.0,0.0,0.0,2.0,16.0,0.0,0.0,0.0,0.0,4.0,14.0,0.0,0.0,0.0,0.0,4.0,14.0,0.0,0.0,0.0,1.0,5.0,12.0,0.0,3.0,2.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,4.0,14.0,0.0,0.0,1.0,1.0,3.0,13.0,0.0,4.8,4.9,4.7,4.9,4.8,4.8,4.6,3.3,4.8,4.6
Fall,2019,01:640:026:08,Intermediate Algebra,"Perkowski, James",30,9,0,1,2,3,3,0,0,2,2,3,2,0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,0.0,4.0,3.0,2.0,0.0,0.0,2.0,3.0,3.0,1.0,0.0,0.0,2.0,3.0,2.0,2.0,0.0,1.0,1.0,3.0,3.0,1.0,0.0,3.0,0.0,5.0,0.0,1.0,0.0,2.0,0.0,4.0,1.0,2.0,0.0,1.0,1.0,3.0,3.0,1.0,0.0,3.9,3.6,4.1,3.8,3.3,3.4,3.2,2.6,3.1,3.2
Fall,2019,01:640:026:09,Intermediate Algebra,"Benedict, Krista",29,8,0,0,0,3,5,0,0,0,0,3,5,0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.6,4.6,4.4,4.8,4.9,4.8,4.4,2.5,4.8,4.5
Fall,2019,01:640:026:10,Intermediate Algebra,"Benedict, Krista",29,10,0,0,0,2,8,0,0,0,0,2,8,0,0.0,0.0,0.0,2.0,7.0,1.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,1.0,3.0,6.0,0.0,1.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,4.8,4.8,4.8,4.8,4.7,4.7,4.5,2.7,4.7,4.2
Fall,2019,01:640:026:11,Intermediate Algebra,"Perkowski, James",26,17,2,2,2,6,5,0,1,2,4,5,5,0,2.0,1.0,2.0,9.0,3.0,0.0,1.0,0.0,5.0,6.0,5.0,0.0,3.0,0.0,3.0,5.0,6.0,0.0,2.0,3.0,5.0,3.0,4.0,0.0,1.0,3.0,6.0,5.0,2.0,0.0,5.0,4.0,6.0,0.0,2.0,0.0,3.0,1.0,5.0,4.0,4.0,0.0,2.0,5.0,2.0,4.0,4.0,0.0,3.6,3.7,3.6,3.8,3.7,3.2,3.2,2.4,3.3,3.2
Fall,2019,01:640:103:01,Topics Math Lib Arts,"Lopes, Denise",32,14,0,0,0,5,9,0,0,0,0,3,11,0,0.0,0.0,0.0,9.0,4.0,1.0,0.0,0.0,0.0,3.0,10.0,1.0,0.0,0.0,0.0,3.0,11.0,0.0,0.0,1.0,0.0,6.0,7.0,0.0,0.0,2.0,0.0,10.0,2.0,0.0,2.0,4.0,5.0,2.0,1.0,0.0,1.0,0.0,0.0,4.0,9.0,0.0,1.0,0.0,1.0,8.0,4.0,0.0,4.6,4.8,4.3,4.8,4.8,4.4,3.9,2.7,4.4,4.0
Fall,2019,01:640:103:02,Topics Math Lib Arts,"Vaksman, Sofia",31,15,0,0,4,5,6,0,0,3,3,3,6,0,0.0,1.0,6.0,4.0,4.0,0.0,0.0,0.0,2.0,3.0,10.0,0.0,0.0,1.0,2.0,8.0,4.0,0.0,0.0,1.0,5.0,4.0,5.0,0.0,0.0,0.0,5.0,6.0,4.0,0.0,0.0,6.0,7.0,1.0,1.0,0.0,0.0,1.0,6.0,5.0,3.0,0.0,0.0,0.0,5.0,7.0,3.0,0.0,4.1,3.8,3.7,4.5,4.0,3.9,3.9,2.8,3.7,3.9
Fall,2019,01:640:103:03,Topics Math Lib Arts,"Arias, Cecilia",35,13,0,0,0,3,10,0,0,0,1,1,11,0,0.0,0.0,1.0,4.0,8.0,0.0,0.0,0.0,0.0,1.0,11.0,1.0,0.0,0.0,0.0,3.0,10.0,0.0,0.0,0.0,1.0,4.0,8.0,0.0,0.0,0.0,2.0,6.0,5.0,0.0,1.0,6.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,1.0,4.0,8.0,0.0,4.8,4.8,4.5,4.9,4.8,4.5,4.2,3.0,4.6,4.5
Fall,2019,01:640:103:04,Topics Math Lib Arts,"Ross, Arianne",33,9,0,0,1,2,6,0,0,3,2,1,3,0,0.0,1.0,1.0,2.0,5.0,0.0,1.0,1.0,3.0,0.0,4.0,0.0,0.0,1.0,4.0,1.0,3.0,0.0,0.0,1.0,3.0,2.0,3.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,3.0,1.0,4.0,0.0,1.0,0.0,0.0,2.0,2.0,3.0,2.0,0.0,1.0,3.0,2.0,2.0,1.0,0.0,4.6,3.4,4.2,3.6,3.7,3.8,3.7,2.4,3.6,2.9
Fall,2019,01:640:103:06,Topics Math Lib Arts,"Roemer, Cynthia",27,9,0,1,1,3,4,0,0,0,1,2,6,0,0.0,1.0,4.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,5.0,0.0,0.0,1.0,1.0,2.0,5.0,0.0,0.0,2.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,5.0,3.0,0.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,2.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,4.1,4.6,3.4,4.2,4.2,3.6,4.1,2.6,3.9,3.8
Fall,2019,01:640:103:08,Topics Math Lib Arts,"Lopes, Denise",30,9,0,0,0,1,8,0,0,0,1,0,8,0,0.0,1.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,4.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,4.9,4.8,4.4,4.9,4.9,4.8,4.8,3.9,4.8,4.8
Fall,2019,01:640:103:09,Topics Math Lib Arts,"Milman, Yevgeniy",13,3,0,0,1,0,2,0,0,0,0,1,2,0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.3,4.7,4.7,5.0,5.0,4.7,4.7,3.0,4.7,4.0
Fall,2019,01:640:103:10,Topics Math Lib Arts,"Milman, Yevgeniy",14,4,0,0,1,1,2,0,0,0,0,3,1,0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,4.3,4.3,4.3,4.8,3.8,4.3,3.8,2.3,4.5,4.0
Fall,2019,01:640:104:01,Intro To Probability: Intro. To Probability,"Roemer, Cynthia",16,5,0,0,0,2,3,0,0,0,1,1,3,0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,4.6,4.4,4.6,4.6,4.6,4.8,4.2,4.6,4.4,4.4
Fall,2019,01:640:104:02,Intro To Probability,"Sergel, Emily",30,15,0,0,0,1,14,0,0,0,0,2,13,0,0.0,0.0,1.0,3.0,11.0,0.0,0.0,0.0,0.0,3.0,12.0,0.0,0.0,0.0,1.0,4.0,10.0,0.0,0.0,0.0,1.0,3.0,11.0,0.0,0.0,0.0,1.0,4.0,10.0,0.0,0.0,0.0,6.0,4.0,5.0,0.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,6.0,9.0,0.0,4.9,4.9,4.7,4.8,4.6,4.7,4.6,3.9,4.6,4.6
Fall,2019,01:640:104:03,Intro To Probability,"Sergel, Emily",17,10,0,0,3,0,7,0,0,2,1,0,7,0,0.0,0.0,2.0,3.0,5.0,0.0,0.0,0.0,1.0,3.0,6.0,0.0,0.0,1.0,1.0,3.0,5.0,0.0,1.0,2.0,0.0,0.0,6.0,1.0,1.0,0.0,1.0,2.0,6.0,0.0,1.0,1.0,2.0,1.0,5.0,0.0,1.0,1.0,1.0,1.0,6.0,0.0,1.0,1.0,1.0,0.0,7.0,0.0,4.4,4.2,4.3,4.5,4.2,3.9,4.2,3.8,4.0,4.1
Fall,2019,01:640:106:01,Mathematics Of Money,"Arias, Cecilia",31,13,0,0,0,1,12,0,0,0,0,2,11,0,0.0,0.0,1.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,1.0,4.0,8.0,0.0,1.0,0.0,3.0,2.0,7.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0,1.0,4.0,8.0,0.0,4.9,4.9,4.8,4.9,4.9,4.9,4.5,4.1,4.9,4.5
Fall,2019,01:640:106:02,Mathematics Of Money,"Arias, Cecilia",34,19,0,0,0,1,18,0,0,0,0,2,16,1,0.0,0.0,1.0,4.0,14.0,0.0,0.0,0.0,0.0,2.0,17.0,0.0,0.0,0.0,0.0,3.0,16.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,1.0,0.0,1.0,15.0,2.0,1.0,1.0,6.0,2.0,7.0,2.0,0.0,0.0,0.0,2.0,17.0,0.0,0.0,1.0,0.0,2.0,14.0,2.0,5.0,4.9,4.7,4.9,4.8,4.9,4.8,3.8,4.9,4.7
Fall,2019,01:640:106:03,Mathematics Of Money,"Sherwood, Deborah",33,10,0,0,0,2,8,0,0,0,0,1,9,0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,2.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,4.8,4.9,4.8,4.9,4.9,4.8,4.9,3.5,4.8,4.8
Fall,2019,01:640:106:05,Mathematics Of Money,"Forgoston, Sacha",32,16,0,1,1,4,10,0,0,1,2,3,10,0,0.0,1.0,3.0,4.0,7.0,1.0,0.0,0.0,2.0,2.0,12.0,0.0,0.0,0.0,3.0,6.0,7.0,0.0,0.0,0.0,3.0,4.0,9.0,0.0,1.0,0.0,5.0,4.0,6.0,0.0,1.0,5.0,6.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,8.0,0.0,0.0,1.0,7.0,1.0,7.0,0.0,4.4,4.4,4.1,4.6,4.3,4.4,3.9,3.1,4.3,3.9
Fall,2019,01:640:106:06,Mathematics Of Money,"Forgoston, Sacha",28,19,0,0,0,2,17,0,0,0,0,3,15,1,0.0,0.0,1.0,6.0,12.0,0.0,0.0,0.0,0.0,2.0,17.0,0.0,0.0,1.0,0.0,4.0,14.0,0.0,0.0,1.0,1.0,4.0,13.0,0.0,0.0,0.0,1.0,6.0,12.0,0.0,1.0,1.0,5.0,7.0,5.0,0.0,0.0,0.0,2.0,3.0,14.0,0.0,0.0,0.0,2.0,5.0,12.0,0.0,4.9,4.8,4.6,4.9,4.6,4.5,4.6,3.7,4.6,4.5
Fall,2019,01:640:107:T1,Number&oper For K-8,"Lieberman, Melissa",24,11,0,0,0,0,11,0,0,0,0,0,11,0,0.0,0.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,2.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,5.0,5.0,4.6,5.0,5.0,4.9,4.9,4.0,5.0,5.0
Fall,2019,01:640:107:T2,Number&oper For K-8,"Lieberman, Melissa",25,13,0,0,0,1,12,0,0,0,1,0,12,0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,2.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,1.0,11.0,0.0,1.0,1.0,1.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,4.9,4.9,4.9,4.9,4.7,4.8,4.8,3.9,4.9,4.7
Fall,2019,01:640:109:01,Geo&meas Midle Tchng,"Beals, Robert",18,6,0,0,0,2,4,0,0,0,0,1,5,0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,4.7,4.8,4.8,5.0,5.0,5.0,4.5,3.3,4.8,4.3
Fall,2019,01:640:111:01,Precalc Part 1,"Kinkhabwala, Rita",49,17,0,0,1,5,11,0,0,0,2,7,7,1,0.0,3.0,3.0,2.0,8.0,1.0,0.0,5.0,3.0,5.0,4.0,0.0,0.0,0.0,2.0,7.0,8.0,0.0,0.0,2.0,4.0,7.0,4.0,0.0,0.0,0.0,2.0,9.0,6.0,0.0,1.0,6.0,5.0,4.0,1.0,0.0,0.0,1.0,4.0,5.0,7.0,0.0,0.0,0.0,5.0,6.0,6.0,0.0,4.6,4.3,3.9,3.5,4.4,3.8,4.2,2.9,4.1,4.1
Fall,2019,01:640:111:01,Precalc Part 1,"Sprague, Gabriela",49,28,0,0,1,3,24,0,0,0,1,1,26,0,0.0,1.0,2.0,5.0,20.0,0.0,0.0,0.0,1.0,1.0,26.0,0.0,0.0,0.0,2.0,0.0,26.0,0.0,0.0,0.0,3.0,3.0,22.0,0.0,0.0,0.0,4.0,12.0,12.0,0.0,3.0,6.0,11.0,4.0,4.0,0.0,0.0,0.0,1.0,4.0,23.0,0.0,0.0,2.0,7.0,9.0,10.0,0.0,4.8,4.9,4.6,4.9,4.9,4.7,4.3,3.0,4.8,4.0
